,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.498,0.0,50.0,0.0,0.4621
split 1,0.0,50.0,0.0,0.4877,0.0,50.0,0.0,0.4057
split 2,0.0,50.0,0.0,0.4772,0.0,50.0,0.0,0.5206
split 3,0.0,50.0,0.0,0.4665,0.0,50.0,0.0,0.5033
split 4,0.0,50.0,0.0,0.4832,0.0,50.0,0.0,0.5155
split 5,0.0,50.0,0.0,0.4913,0.0,50.0,0.0,0.4933
mean,0.0,50.0,0.0,0.484,0.0,50.0,0.0,0.4834
std,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0396
test mean,0.0,50.0,0.0,0.4796169925384449,0.0,49.99999999999999,0.0,0.5019153336989693
test std,0.0,1.2731463251543875e-14,0.0,0.08012522412155854,0.0,2.6939785314722367e-14,0.0,0.08532766967881356
