,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5034,0.0,50.0,0.0,0.5175
split 1,0.0,50.0,0.0,0.51,0.0,50.0,0.0,0.5047
split 2,0.0,50.0,0.0,0.4892,0.0,50.0,0.0,0.5069
split 3,0.0,50.0,0.0,0.4992,0.0,50.0,0.0,0.5398
split 4,0.0,50.0,0.0,0.4906,0.0,50.0,0.0,0.5053
split 5,0.0,50.0,0.0,0.4873,0.0,50.0,0.0,0.5273
mean,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.5169
std,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.013
test mean,0.0,50.0,0.0,0.5096458369239425,0.0,50.0,0.0,0.47884903698619075
test std,0.0,1.6623791107849736e-14,0.0,0.04902099971630242,0.0,1.3759600911837627e-14,0.0,0.051321642675092406
