,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,71.10023735734018,70.11552791701291,70.88540458116486,72.29977957384274,71.0252935862692,72.59783352564925,62.07109297138248,76.74969492498742,78.97271268057786,0.8589256198347107
test tissue 1,46.68626811102007,41.63898117386486,36.04868913857679,62.37113402061855,47.87878787878788,47.18823432821625,39.81644899399927,45.64315352697096,56.105100463678504,0.6740236926264582
test tissue 2,64.50200760723509,59.244057456237734,62.91652495937725,71.34544040609029,64.94385981582221,65.04746699293825,66.38780271173697,64.07655195982747,64.67804630725031,0.8183145628822159
test tissue 3,58.59310568719122,56.385433159918584,48.361904394608466,71.03197950704661,58.80574033013058,58.477371436412774,55.24332949206627,50.5665551030284,69.62222971414366,0.7995258437192642
test tissue 4,58.50327245026538,50.761106833748705,49.68931539778593,75.05939511926148,58.6885964491286,58.409643295987394,52.93310395203429,48.92659698587467,73.36922895005324,0.7745245825602969
test tissue 5,56.461422535964296,51.84103750331801,44.629041040381935,72.91418906419295,57.957794692118725,57.97215487662205,48.98068861739095,60.12487631785465,64.81089969462055,0.759434472318339
test tissue 6,65.70520547372651,58.95196506550218,61.18251928020564,76.98113207547169,66.52142338416849,67.19198950411975,59.08096280087527,74.60815047021944,67.88685524126456,0.7535119667013528
test tissue 7,61.94343098802984,57.74615561165941,56.36363636363644,71.72050098879367,62.365591397849464,62.4408052684756,55.93597154290797,64.5833333333334,66.80311092918544,0.807956271701389
test tissue 8,63.608431027721316,64.60067178708199,53.7226169330965,72.50200436298545,64.47874529841742,64.42244571530406,64.91873065015477,63.85842472582256,64.49018176993488,0.8152567854170581
test mean,60.78926458205487,56.80943738981605,53.75551689875931,71.80283945758927,61.40731475918806,61.5275494381917,56.15201463694981,61.01525970532433,67.415373972301,0.7846081997512317
test std,6.508289542244336,7.751275455059065,9.898205314528955,3.7882572104839425,6.241426131222833,6.778422171061535,7.851067046421695,10.300652639464749,6.011499399482209,0.049774499301555135
