,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.83,48.5,19.21,42.79,40.35,42.88,39.79,49.61,39.23,0.5987,31.0,45.88,19.16,27.95,35.21,36.85,33.99,39.35,37.22,0.5481
split 1,36.9,48.74,25.15,36.82,39.69,41.13,37.71,43.09,42.6,0.598,30.88,40.58,23.33,28.74,32.83,33.53,31.82,35.0,33.78,0.5176
split 2,28.03,50.2,0.84,33.06,37.33,44.11,35.6,52.69,44.04,0.5914,26.8,46.06,1.2,33.14,34.15,29.41,34.43,19.75,34.05,0.5056
split 3,34.09,48.55,18.22,35.49,38.27,40.2,36.74,43.58,40.27,0.5974,28.32,40.81,12.75,31.41,31.32,29.51,32.95,24.5,31.08,0.5079
split 4,32.46,50.54,13.83,33.0,38.84,44.1,36.44,50.92,44.96,0.6041,24.67,45.98,4.19,23.84,32.15,28.87,33.32,23.77,29.52,0.4637
split 5,31.01,49.69,9.57,33.77,37.75,40.11,36.06,41.55,42.72,0.5962,27.99,47.88,4.58,31.52,34.6,34.8,36.64,36.98,30.79,0.4954
mean,33.22,49.37,14.47,35.82,38.71,42.09,37.06,46.91,42.3,0.5976,28.28,44.53,10.87,29.43,33.38,32.16,33.86,29.89,32.74,0.5064
std,3.16,0.81,7.76,3.4,1.06,1.69,1.39,4.3,2.0,0.0037,2.22,2.8,8.22,3.05,1.38,3.06,1.49,7.47,2.58,0.0252
test mean,26.96888823884748,44.1102530318348,6.146696290258946,30.649715394448723,35.940963195927985,32.988434506409284,37.20165610730895,25.80761378877078,35.95603362314811,0.6014845933873287,26.488595368219617,40.8581986647083,14.111075063219378,24.496512376731175,31.840839563596138,27.984612130057826,32.89279857668026,27.887205276006547,23.173832537486653,0.5145356475843526
test std,5.400019689624879,9.07289869619857,8.814517385560066,17.5684498322232,3.0134141331940705,12.303982652072628,7.514931240505802,30.066272330709772,21.082990444733184,0.04577858067950436,5.265073684596331,6.9200493901167475,7.880329999731199,14.902284477617377,2.4722060422915773,6.87475064368408,3.4281008013998653,14.034269271768371,13.752693241268556,0.04761952136695437
