,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4879,0.0,50.0,0.0,0.5213
split 1,0.0,50.0,0.0,0.4979,0.0,50.0,0.0,0.4615
split 2,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.5235
split 3,0.0,50.0,0.0,0.4935,0.0,50.0,0.0,0.5038
split 4,0.0,50.0,0.0,0.4921,0.0,50.0,0.0,0.518
split 5,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.5662
mean,0.0,50.0,0.0,0.4955,0.0,50.0,0.0,0.5157
std,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0309
test mean,0.0,50.00000000000001,0.0,0.5079360975171409,0.0,50.0,0.0,0.4068973157605625
test std,0.0,1.2089121657132305e-14,0.0,0.09299634276671749,0.0,1.5485919901226005e-14,0.0,0.0940023333031428
