,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5465,0.0,50.0,0.0,0.4674
split 1,0.0,50.0,0.0,0.5365,0.0,50.0,0.0,0.5418
split 2,0.0,50.0,0.0,0.5629,0.0,50.0,0.0,0.4785
split 3,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.4952
split 4,0.0,50.0,0.0,0.5413,0.0,50.0,0.0,0.5469
split 5,0.0,50.0,0.0,0.5439,0.0,50.0,0.0,0.4526
mean,0.0,50.0,0.0,0.5431,0.0,50.0,0.0,0.4971
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0358
test mean,0.0,50.0,0.0,0.518383917411738,0.0,50.00000000000001,0.0,0.5325058928254148
test std,0.0,1.4210854715202004e-14,0.0,0.08801315595355527,0.0,7.105427357601002e-15,0.0,0.0529035276548048
