,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5288,0.0,50.0,0.0,0.577
split 1,0.0,50.0,0.0,0.5351,0.0,50.0,0.0,0.5146
split 2,0.0,50.0,0.0,0.5235,0.0,50.0,0.0,0.5535
split 3,0.0,50.0,0.0,0.545,0.0,50.0,0.0,0.5233
split 4,0.0,50.0,0.0,0.5421,0.0,50.0,0.0,0.4988
split 5,0.0,50.0,0.0,0.5343,0.0,50.0,0.0,0.4776
mean,0.0,50.0,0.0,0.5348,0.0,50.0,0.0,0.5241
std,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.033
test mean,0.0,50.0,0.0,0.5171524326603701,0.0,50.00000000000001,0.0,0.4574107755719572
test std,0.0,1.5028750209624192e-14,0.0,0.07303365324565946,0.0,1.7763568394002505e-14,0.0,0.07602426250049915
