,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.586,0.0,50.0,0.0,0.5309
split 1,0.0,50.0,0.0,0.6086,0.0,50.0,0.0,0.4731
split 2,0.0,50.0,0.0,0.5828,0.0,50.0,0.0,0.4803
split 3,0.0,50.0,0.0,0.5844,0.0,50.0,0.0,0.5348
split 4,0.0,50.0,0.0,0.588,0.0,50.0,0.0,0.5267
split 5,0.0,50.0,0.0,0.5871,0.0,50.0,0.0,0.5306
mean,0.0,50.0,0.0,0.5895,0.0,50.0,0.0,0.5127
std,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0257
test mean,0.0,50.0,0.0,0.5799294676168072,0.0,49.99999999999999,0.0,0.5056150131883587
test std,0.0,1.3442122834233563e-14,0.0,0.07928316249527234,0.0,9.729507111180988e-15,0.0,0.04901468743946092
