,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.72,50.33,8.17,3.65,34.75,49.5,33.86,62.16,52.48,0.5754,16.55,49.66,0.0,0.0,32.96,11.05,33.15,0.0,0.0,0.5218
split 1,17.39,50.12,2.07,0.0,33.64,34.43,33.45,69.83,0.0,0.5683,16.47,49.41,0.0,0.0,32.81,10.99,32.98,0.0,0.0,0.5143
split 2,26.95,50.33,12.66,17.87,36.28,41.69,34.88,44.89,45.3,0.5802,23.0,47.15,8.83,13.03,31.91,28.4,33.12,24.54,27.53,0.5277
split 3,17.12,49.96,0.0,1.4,33.41,26.13,33.35,0.0,45.04,0.5622,17.22,50.17,0.0,1.48,33.37,17.53,33.56,0.0,19.02,0.5472
split 4,17.76,50.15,2.17,0.96,33.62,36.5,33.55,50.51,25.43,0.5706,18.06,49.57,0.0,4.62,33.49,29.51,33.17,0.0,55.38,0.5224
split 5,17.32,50.16,1.81,0.0,33.64,35.55,33.47,73.18,0.0,0.5737,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5111
mean,19.54,50.17,4.48,3.98,34.22,37.3,33.76,50.09,28.04,0.5717,18.0,49.33,1.47,3.19,32.98,18.1,33.22,4.09,16.99,0.5241
std,3.53,0.13,4.45,6.33,1.02,7.13,0.53,24.51,21.46,0.0056,2.3,1.01,3.29,4.7,0.53,8.02,0.18,9.15,20.23,0.0117
test mean,17.93693216936088,49.99062674238724,3.64700959253522,0.17316017316017326,33.73831056737667,17.798670707455233,33.4478110391953,15.186296321265646,4.761904761904762,0.5683830738296789,18.10126940551685,49.886409072985074,3.9272030651340994,0.4901960784313727,33.845915602013164,18.34280274617601,33.37662252424231,9.151785714285714,12.5,0.5374742663333452
test std,2.9881485530597613,0.9848753841341523,8.48967416603799,0.7743958363635637,1.618596262086767,12.255678764526023,0.7447376131388642,31.790712578995024,21.295885499998004,0.04709872201628195,3.4171214278489237,0.32311086462571514,10.390402658395422,1.2969369171885252,1.451092717006066,12.767404387374587,0.30613497615773416,24.213349052153617,33.071891388307385,0.03440127003706371
