,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4814,0.0,50.0,0.0,0.5068
split 1,0.0,50.0,0.0,0.5276,0.0,50.0,0.0,0.5285
split 2,0.0,50.0,0.0,0.5033,0.0,50.0,0.0,0.4733
split 3,0.0,50.0,0.0,0.4881,0.0,50.0,0.0,0.5193
split 4,0.0,50.0,0.0,0.5148,0.0,50.0,0.0,0.5211
split 5,0.0,50.0,0.0,0.4871,0.0,50.0,0.0,0.4973
mean,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.5077
std,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0184
test mean,0.0,49.99999999999999,0.0,0.5180028922800992,0.0,49.999999999999986,0.0,0.4861365576773129
test std,0.0,1.7251323318614707e-14,0.0,0.09184958500520984,0.0,2.6939785314722367e-14,0.0,0.08580269855002048
