,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,32.53,50.45,15.39,31.76,38.52,42.4,36.62,48.02,42.55,0.606,22.3,43.55,4.75,18.6,30.15,27.72,30.88,24.34,27.95,0.5132
split 1,28.66,49.79,5.97,30.24,37.26,46.31,34.99,57.34,46.61,0.59,22.16,45.97,3.12,17.38,31.36,27.99,32.31,24.28,27.38,0.5171
split 2,35.44,48.49,25.88,31.94,38.73,40.9,36.46,42.9,43.34,0.6012,29.0,45.78,13.8,27.42,33.75,32.6,34.0,27.31,36.5,0.5344
split 3,26.94,49.69,0.77,30.37,36.58,59.59,34.92,100.0,43.85,0.5829,24.84,49.62,0.0,24.9,34.48,22.18,35.45,0.0,31.09,0.546
split 4,30.94,49.9,6.0,36.92,38.49,49.63,36.2,69.19,43.49,0.5934,25.39,45.05,6.26,24.85,32.29,37.78,32.81,51.44,29.08,0.5149
split 5,26.42,49.97,11.85,17.43,36.13,45.83,34.45,59.42,43.62,0.5953,24.22,47.94,13.29,11.44,33.11,31.84,33.57,34.43,27.54,0.5134
mean,30.16,49.72,10.98,29.77,37.62,47.44,35.61,62.81,43.91,0.5948,24.65,46.32,6.87,20.76,32.52,30.02,33.17,26.97,29.93,0.5232
std,3.18,0.6,8.13,5.95,1.02,6.12,0.85,18.62,1.28,0.0075,2.29,1.97,5.09,5.5,1.45,4.85,1.42,15.25,3.2,0.0125
test mean,27.512530179136256,50.20013833460765,8.70004845125144,23.63740375154966,37.3897511225705,37.18640744779594,35.57967268663494,37.55873534228168,38.4208143144712,0.5927688215623876,22.76799736110757,46.23044264298925,4.802640920062474,17.270908520270982,32.92718191839308,23.683526200627043,32.651428533909815,6.676865377023293,31.72228469094802,0.528606542300118
test std,7.539339233031819,3.342667806878529,11.02143491826193,17.52056074904488,4.339748381242109,15.38086270629128,2.468943001743437,33.37830181267231,24.277502014585018,0.045489651065250894,5.312121101563087,3.2338594422258424,12.70659351082774,12.177453550022207,2.9045251525035702,9.186151166979979,1.3961245073504343,17.66532532506115,14.090437328837975,0.036608587686668546
