,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5475,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5347
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5457,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5542
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5573,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.511
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5505,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5208
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5433,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5588
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5434,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5581
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5479,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5396
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188
test mean,16.66666666666668,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111118,33.33333333333336,0.0,0.0,0.5525959745359662,16.666666666666675,50.00000000000003,0.0,0.0,33.33333333333333,11.111111111111121,33.333333333333364,0.0,0.0,0.5416675665787253
test std,1.6372612758967394e-14,4.5865336372792085e-14,0.0,0.0,7.752656836003963e-15,1.3116661425385716e-14,3.9195028584125366e-14,0.0,0.0,0.044478438222491284,1.2992930143631825e-14,3.7430161202865756e-14,0.0,0.0,9.39959687352353e-15,1.0639621229123487e-14,3.117493601007525e-14,0.0,0.0,0.045790296208944536
