,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5359,0.0,50.0,0.0,0.4654
split 1,2.16,50.43,82.7,0.5373,3.42,49.54,39.78,0.5238
split 2,0.0,50.0,0.0,0.5031,0.0,50.0,0.0,0.5003
split 3,0.0,50.0,0.0,0.5243,0.0,50.0,0.0,0.5118
split 4,0.0,50.0,0.0,0.5237,0.0,50.0,0.0,0.4819
split 5,0.0,50.0,0.0,0.5065,0.0,50.0,0.0,0.5056
mean,0.36,50.07,13.78,0.5218,0.57,49.92,6.63,0.4981
std,0.8,0.16,30.82,0.0131,1.27,0.17,14.83,0.0193
test mean,0.0,50.0,0.0,0.49674474516449224,0.0,50.00000000000001,0.0,0.5325997040150526
test std,0.0,1.4022623163127864e-14,0.0,0.05870956491959817,0.0,2.1316282072803006e-14,0.0,0.061880424159100215
