,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4871,0.0,50.0,0.0,0.4924
split 1,0.0,50.0,0.0,0.5158,0.0,50.0,0.0,0.483
split 2,0.0,50.0,0.0,0.5137,0.0,50.0,0.0,0.4914
split 3,0.0,50.0,0.0,0.5052,0.0,50.0,0.0,0.53
split 4,0.0,50.0,0.0,0.5105,0.0,50.0,0.0,0.5109
split 5,0.0,50.0,0.0,0.5061,0.0,50.0,0.0,0.5514
mean,0.0,50.0,0.0,0.5064,0.0,50.0,0.0,0.5099
std,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0241
test mean,0.0,49.999999999999986,0.0,0.5085368550980169,0.0,50.0,0.0,0.46608496117153797
test std,0.0,1.6543675985604878e-14,0.0,0.06420197853125167,0.0,1.4210854715202004e-14,0.0,0.08635181634915963
