,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5037,0.0,50.0,0.0,0.4578
split 1,0.0,50.0,0.0,0.5501,0.0,50.0,0.0,0.4419
split 2,0.0,50.0,0.0,0.5272,0.0,50.0,0.0,0.5073
split 3,3.55,50.72,83.1,0.5261,0.0,49.53,0.0,0.4606
split 4,0.0,50.0,0.0,0.5162,0.0,50.0,0.0,0.4915
split 5,0.0,50.0,0.0,0.5249,0.0,50.0,0.0,0.4972
mean,0.59,50.12,13.85,0.5247,0.0,49.92,0.0,0.476
std,1.32,0.27,30.97,0.0139,0.0,0.17,0.0,0.0238
test mean,0.0,50.0,0.0,0.5236542337007771,0.0,50.0,0.0,0.4760867931794114
test std,0.0,1.3242969264071197e-14,0.0,0.0661993669090133,0.0,1.6280579355608324e-14,0.0,0.052742089965923014
