plant,time point,cell,area,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
P1,0,332,25.2998,6.0,0.4,0.00383036972053704,0.028052638098453358,0.083467732304492,0.0029458436888905068,0.058078073241097886,0.055543317927180036,0.04147177827172553,0.02757460707470122,60.67004107004138,46.0,229.57218872317523,0.21904761904761907,4.380952380952381,2.4047619047619047,0.7173491471198679,0.2211712254755926,0.13441000519091748,0.00012090318753188537,0.003494109177743051,3.6625354088411895e-06,0.003405336048328209,0.058078073241097886,0.06210624257139093,0.04147177827173127,0.003494109177743051,2089.3577655330528,46.0,229.57218872317523,0.21904761904761907,4.380952380952381,0.07393884689698198,0.02266878220127925,2.0530338392118,0.01064183840861928,0.0011491293696530194,0.004336909381419767,2.410399237523937e-08,0.0031307354460424768,0.058078073241097886,0.05986570682491504,0.04147177827173127,0.004336909381419767,244.89766791051912,46.0,229.57218872317523,0.21904761904761907,4.380952380952381,0.5994726320267085,0.17371970416847993,44.332879999999996,0.16564546665006008,0.029899689018177408,0.0603642075267123,0.05713328370930975,0.002747914548967929,0.058078073241097886,0.051798793741997314,0.04147177827173127,0.0598797610529735,7.856787176739756,46.0,229.57218872317523,0.21904761904761907,4.380952380952381,18.265158380952386,5.1781621168306815
P1,0,340,25.4419,5.0,0.5,0.0036564149740312643,0.006771291521349872,0.06963053825929465,0.002534104078122373,0.051716679797740486,0.040910949294320216,0.02689266047927284,0.007210777358212325,60.492146742147064,37.0,182.96238626306499,0.2720588235294117,4.352941176470588,2.1544117647058822,0.9430074592944724,0.16159562781693007,0.14248367416403807,0.00011101053221232417,0.0,1.353199062869802e-05,0.0028357431722822127,0.05171667979774048,0.0442964110038901,0.0268926604792738,0.0,2199.0158555848334,37.0,182.96238626306499,0.2720588235294117,4.352941176470588,0.05567689669655422,0.025471399214625597,1.2637797534414985,0.010860416744864116,0.001027458227582089,0.0025459589486067453,1.0798989590173447e-11,0.0023619553350394122,0.05171667979774048,0.03971352674731315,0.0268926604792738,0.0025459589486067453,260.1718365197261,37.0,182.96238626306499,0.2720588235294117,4.352941176470588,0.512176168869298,0.20647585009315966,36.4494718,0.21958177869926934,0.028451996484634832,0.06132673001787975,0.08728226232368627,0.002286987231265649,0.05171667979774048,0.0353881278482304,0.0268926604792738,0.06024123875534796,7.788833016292982,37.0,182.96238626306499,0.2720588235294117,4.352941176470588,17.619687894117657,7.479953064839384
P1,0,346,33.8692,6.0,0.4,0.003879269455332335,0.027071997535808152,0.08805457742561744,0.0029567919900842345,0.0573572866030097,0.053619916568910166,0.040004081765511436,0.030389349374098817,62.357864357864635,44.0,219.93953893083776,0.2315789473684211,4.4,2.3526315789473684,0.7124311178296123,0.18382273133475505,0.11542987594343848,0.00011837912915925862,0.019595104735483645,8.250888230871923e-06,0.0029517013858693197,0.0573572866030097,0.0538123445903406,0.040004081765494484,0.019595104735483645,2244.068871871364,44.0,219.93953893083776,0.2315789473684211,4.4,0.07149655384820318,0.02229308957139993,1.564408727895621,0.009299571921230378,0.0010940480440449617,0.07592225168121082,1.6322879712139282e-11,0.0026599487238249905,0.0573572866030097,0.04767162594958728,0.040004081765494484,0.07592225168121082,275.00309841912457,44.0,219.93953893083776,0.2315789473684211,4.4,0.5764613468260895,0.17404102427704593,48.11257,0.18248862821978545,0.030753739736201317,0.045687608270251936,0.07422593821834551,0.002956626990502732,0.0573572866030097,0.05232252307450762,0.040004081765494484,0.04610274178928239,7.956864119837802,44.0,219.93953893083776,0.2315789473684211,4.4,18.04537469789472,5.4486234774067475
P1,0,351,34.9281,7.0,0.3333333333333333,0.003944608423927158,0.019829046885542833,0.09158901507208908,0.00342257235764343,0.06078670305242529,0.05839829364484296,0.033698792190560566,0.01911417159250148,60.48608336108371,43.0,218.11442765911042,0.25146198830409355,4.526315789473684,2.2748538011695905,0.8272396868683478,0.2239474673288097,0.10336150081957148,0.00012172133814636115,0.02229908872227977,5.61273605984973e-06,0.003454058640328089,0.06078670305242529,0.05923330632808125,0.03369879219056629,0.02229908872227977,2149.5095219480177,43.0,218.11442765911042,0.25146198830409355,4.526315789473684,0.0709240446558437,0.026665922730471046,2.2232120160984064,0.008364050906642056,0.0011250712659787027,0.10566607553596824,3.3588323122169476e-11,0.0035319486125660023,0.06078670305242529,0.0530515854635939,0.03369879219056629,0.10566607553596824,276.92213868458754,43.0,218.11442765911042,0.25146198830409355,4.526315789473684,0.571266844025508,0.22190502653785574,55.75939,0.14397622463838927,0.03093458611242404,0.06988962408422987,0.0514825507850014,0.003469379163454059,0.06078670305242529,0.05591757355132725,0.03369879219056629,0.07091080949789008,8.024642018747366,43.0,218.11442765911042,0.25146198830409355,4.526315789473684,16.80160023391813,6.265937147241273
P1,0,369,39.8367,7.0,0.3333333333333333,0.004106578953921568,0.0951816902764576,0.10529843892964134,0.0033602824541147337,0.06342015087540832,0.07950397594157219,0.10942233346522118,0.09450734716712962,64.3926850926854,49.0,249.1947431572526,0.2121212121212121,4.454545454545454,2.4372294372294374,0.6488508235388261,0.19060022735236626,0.08710828772134949,0.00012198115848073477,0.11131986023563288,0.000620892283130551,0.003157633529885749,0.06342015087540832,0.07490130519768336,0.1094223334652184,0.11131986023563288,2397.636048437569,49.0,249.1947431572526,0.2121212121212121,4.454545454545454,0.06769063932916418,0.01852948583153268,2.1330201544624123,0.007881083549150677,0.0012125225315222255,0.09154917212438324,7.391049385088038e-10,0.0031544945360236663,0.06342015087540832,0.08452385416433644,0.1094223334652184,0.09154917212438324,274.1298872474448,49.0,249.1947431572526,0.2121212121212121,4.454545454545454,0.5883410800785172,0.1818626246307239,59.69242,0.15862513486738758,0.03316346327554045,0.06605997854203549,0.05527495169772626,0.0034661745927979408,0.06342015087540832,0.08341002725982267,0.1094223334652184,0.06561819385794719,7.79166490358805,49.0,249.1947431572526,0.2121212121212121,4.454545454545454,19.783342303030306,5.357046667244348
P1,0,376,25.0274,6.0,0.4,0.003790754173590493,0.016386782029519018,0.08079428475430524,0.002972144922495268,0.05660798551773578,0.048467342486418485,0.027112286216897114,0.017269854938852608,59.82408147408182,42.0,209.1722733805716,0.2456140350877193,4.421052631578949,2.304093567251462,0.7949814819885628,0.2253486166266415,0.1365216300132668,0.00012039678514200713,0.00872649377556933,4.119819122439053e-06,0.0034392757011558,0.05660798551773578,0.05532482255643966,0.02711228621690412,0.00872649377556933,2045.3833489798649,42.0,209.1722733805716,0.2456140350877193,4.421052631578949,0.07331114916090829,0.025932448413664,1.7105024710066363,0.010560165278535752,0.001093116175622943,0.025003072709075903,9.071745904491834e-10,0.0027212347088372245,0.05660798551773578,0.04445310469585904,0.02711228621690412,0.025003072709075903,262.4025859476859,42.0,209.1722733805716,0.2456140350877193,4.421052631578949,0.5759291226477075,0.2039827413457864,43.57234,0.1641438488234676,0.02934681703959463,0.04554966495409836,0.04277425402225369,0.002764401857715506,0.05660798551773578,0.043855764254647565,0.02711228621690412,0.04584454506347339,7.972904219147087,42.0,209.1722733805716,0.2456140350877193,4.421052631578949,16.679523859649123,5.726961849239613
P1,0,389,35.6174,6.0,0.4,0.003839184845412716,0.016413143143881283,0.0877418709301088,0.002982631294215045,0.056342134156833985,0.04859385641033727,0.033006055940502245,0.01611851050807583,61.569841269841575,40.0,203.22772408422645,0.26143790849673204,4.4444444444444455,2.2091503267973858,0.8940296896815534,0.18602397178387087,0.11954112156492372,0.00011732934517902359,0.02238688041016277,1.9797378950882488e-05,0.003004391124076685,0.056342134156833985,0.04839250352141985,0.03300605594050739,0.02238688041016277,2210.9205128758413,40.0,203.22772408422645,0.26143790849673204,4.4444444444444455,0.06657270819954512,0.02724676819300077,1.5163596678186495,0.009261180201403943,0.0010616837485757855,0.042122451846259186,1.1443830898973558e-12,0.0025443272477543807,0.056342134156833985,0.0379973750559436,0.03300605594050739,0.042122451846259186,271.8061147929812,40.0,203.22772408422645,0.26143790849673204,4.4444444444444455,0.5613868811277862,0.2394981596314201,45.8909915,0.17110322594841848,0.030005860323967067,0.0658642986195808,0.04743622325122191,0.002883113478870472,0.056342134156833985,0.04469019973941756,0.03300605594050739,0.06646180567748845,8.052288142319245,40.0,203.22772408422645,0.26143790849673204,4.4444444444444455,17.351727297385622,7.538581252639537
P1,0,390,44.4853,7.0,0.3333333333333333,0.003939772045882874,0.06233793418900909,0.07483580886755152,0.0034089940914800647,0.0615511086847433,0.06704999296984387,0.06519893712879057,0.06637116977976146,62.03349150849179,45.0,228.89397809526287,0.2368421052631579,4.5,2.3263157894736843,0.7361162674771675,0.1710475539593417,0.07782579225968622,0.00011268320504054805,0.13368918230821905,3.672770680766801e-05,0.003117597712851289,0.0615511086847433,0.06020612790607751,0.06519893712879511,0.13368918230821905,2531.607997918713,45.0,228.89397809526287,0.2368421052631579,4.5,0.05636422495194397,0.018982045996804902,2.056173872633474,0.007498833777760364,0.0011187190936176974,0.09792284866468842,4.1077631555557457e-13,0.0036375231278677994,0.0615511086847433,0.06591229262954586,0.06519893712879511,0.09792284866468842,276.77198924071615,45.0,228.89397809526287,0.2368421052631579,4.5,0.5394644458337319,0.20365668683897606,65.37894000000001,0.16786120484173467,0.032295297976848075,0.055593287003964535,0.16655276547484926,0.003713633540859129,0.0615511086847433,0.07177100205583067,0.06519893712879511,0.055632289453584526,7.405335963162068,45.0,228.89397809526287,0.2368421052631579,4.5,19.713307678947352,6.437040401065864
P1,0,398,30.4764,6.0,0.4,0.00380088863063826,0.010925068856453696,0.08616230391032698,0.002990779729200756,0.0562635923509507,0.045744603728171115,0.025153340688805932,0.01417415792564909,60.31646131646168,40.0,204.4888846858199,0.26143790849673204,4.4444444444444455,2.189542483660131,0.8871244115723491,0.20057449518882625,0.12474539162314828,0.00011785607657662645,0.0028268923498323177,1.2439330300493566e-05,0.003193869948555601,0.0562635923509507,0.04846690114066581,0.02515334068880521,0.0028268923498323177,2124.7960278560668,40.0,204.4888846858199,0.26143790849673204,4.4444444444444455,0.06413482599641998,0.026500537242764268,3.1526537347041064,0.01113213475819033,0.0011592849484733042,0.01984092146155602,2.5892625274578764e-12,0.004433067003381505,0.0562635923509507,0.05015537434717214,0.02515334068880521,0.01984092146155602,268.8215748276259,40.0,204.4888846858199,0.26143790849673204,4.4444444444444455,0.5315989241351737,0.21369741384600874,46.043328499999994,0.1695831956408079,0.029678706269444695,0.03376239478824898,0.0405500852967394,0.002906127239719445,0.0562635923509507,0.041567313403552165,0.02515334068880521,0.0339170611805641,7.981866636990932,40.0,204.4888846858199,0.26143790849673204,4.4444444444444455,17.056676944444447,6.940252473342474
P1,0,413,29.3344,5.0,0.5,0.003625658903993254,0.002692744993264101,0.06527789256358789,0.0025384762618846685,0.05142011293639865,0.04027844798481233,0.023854433833528813,0.002509158569215693,59.01886724386762,35.0,172.19936936508938,0.2916666666666667,4.375,2.1,1.0008307810573187,0.14847015572367578,0.13267887413828044,0.0001076860233867584,1.7558337576598247e-05,2.7438975835470017e-05,0.002671108193986054,0.05142011293639865,0.04145799374127671,0.023854433833510057,1.7558337576598247e-05,2264.185782294567,35.0,172.19936936508938,0.2916666666666667,4.375,0.05132169103225463,0.02561903509811489,1.1173732538674694,0.010023638533020771,0.0009707364046310832,0.001896300458272611,1.4841958486137697e-11,0.0021793105370763203,0.05142011293639865,0.033774700257078,0.023854433833510057,0.001896300458272611,263.659151217993,35.0,172.19936936508938,0.2916666666666667,4.375,0.4743388968721245,0.2295074819533787,33.20369,0.21052607401133885,0.027508458761884028,0.06683552257105449,0.0890628386387547,0.002116003310242939,0.05142011293639865,0.031104689716142806,0.023854433833510057,0.06593699885578165,7.829663574364322,35.0,172.19936936508938,0.2916666666666667,4.375,17.07529588666666,8.515364274698634
