,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6056,0.0,50.0,0.0,0.5112
split 1,0.0,50.0,0.0,0.5936,0.0,50.0,0.0,0.522
split 2,0.0,50.0,0.0,0.58,0.0,50.0,0.0,0.5489
split 3,0.0,50.0,0.0,0.6028,0.0,50.0,0.0,0.4442
split 4,0.0,50.0,0.0,0.5951,0.0,50.0,0.0,0.4478
split 5,0.0,50.0,0.0,0.5904,0.0,50.0,0.0,0.5667
mean,0.0,50.0,0.0,0.5946,0.0,50.0,0.0,0.5068
std,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0466
test mean,0.0,50.00000000000001,0.0,0.5825157597511406,0.0,50.000000000000014,0.0,0.5436080350742524
test std,0.0,1.7328167009932818e-14,0.0,0.05556054202742034,0.0,1.758503553725828e-14,0.0,0.08055787641790427
