,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.4557575757575759
train tissue 1,0.0,49.999999999999986,0.0,0.4766009852216747
train tissue 2,0.0,50.000000000000014,0.0,0.48727272727272714
train tissue 3,0.0,50.0,0.0,0.6421052631578947
train tissue 4,0.0,49.999999999999986,0.0,0.5775862068965513
train tissue 5,0.0,49.99999999999998,0.0,0.5304878048780486
train tissue 6,0.0,50.0,0.0,0.490566037735849
train tissue 7,0.0,50.00000000000002,0.0,0.4240912330719887
train tissue 8,0.0,50.000000000000014,0.0,0.5618115055079559
train tissue 9,0.0,50.000000000000014,0.0,0.4148148148148149
train tissue 10,0.0,49.999999999999986,0.0,0.4468599033816425
train tissue 11,0.0,50.0,0.0,0.46149553571428553
train tissue 12,0.0,49.99999999999997,0.0,0.4853801169590641
train tissue 13,0.0,49.999999999999986,0.0,0.5527777777777777
train tissue 14,0.0,50.0,0.0,0.671201814058957
train tissue 15,0.0,50.0,0.0,0.53125
train tissue 16,0.0,50.000000000000014,0.0,0.4970963995354244
train tissue 17,0.0,50.0,0.0,0.4965397923875432
train tissue 18,0.0,49.999999999999986,0.0,0.5129310344827582
train mean,0.0,50.0,0.0,0.5114013962427649
train std,0.0,1.363836858469928e-14,0.0,0.06571402651600161
test tissue 0,0.0,49.99999999999999,0.0,0.532515991471215
test tissue 1,0.0,49.999999999999964,0.0,0.46742424242424185
test tissue 2,0.0,49.99999999999999,0.0,0.35386473429951687
test tissue 3,0.0,49.99999999999997,0.0,0.3994708994708993
test tissue 4,0.0,50.0,0.0,0.5014880952380951
test tissue 5,0.0,49.99999999999999,0.0,0.49103942652329774
test tissue 6,0.0,50.000000000000014,0.0,0.42890809112333084
test tissue 7,0.0,50.000000000000014,0.0,0.581060606060606
test mean,0.0,49.999999999999986,0.0,0.4694715108264004
test std,0.0,1.8115356374411762e-14,0.0,0.06876732879324056
