,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5027,0.0,50.0,0.0,0.4922
split 1,0.0,50.0,0.0,0.5001,0.0,50.0,0.0,0.5299
split 2,0.0,50.0,0.0,0.5136,0.0,50.0,0.0,0.4571
split 3,0.0,50.0,0.0,0.4963,0.0,50.0,0.0,0.5243
split 4,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.5382
split 5,0.0,50.0,0.0,0.4996,0.0,50.0,0.0,0.5095
mean,0.0,50.0,0.0,0.5016,0.0,50.0,0.0,0.5085
std,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0274
test mean,0.0,50.0,0.0,0.5114013962427649,0.0,49.999999999999986,0.0,0.4694715108264004
test std,0.0,1.363836858469928e-14,0.0,0.06571402651600161,0.0,1.8115356374411762e-14,0.0,0.06876732879324056
