,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5656,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5041
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5537,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5644
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5579999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5254
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5485,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5632
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5542,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5209
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5489,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5448
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5548,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5371
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222
test mean,16.666666666666668,50.00000000000002,0.0,0.0,33.33333333333333,11.111111111111114,33.333333333333336,0.0,0.0,0.558203964688854,16.666666666666668,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333333,0.0,0.0,0.5049724250002365
test std,1.5635339543114833e-14,4.938951300552998e-14,0.0,0.0,8.625661659307354e-15,1.3903684431623135e-14,4.171901569893065e-14,0.0,0.0,0.046336741439991336,1.841765971140294e-14,5.6117134046940414e-14,0.0,0.0,5.617333549722722e-15,1.6922071640175362e-14,5.0867118742119833e-14,0.0,0.0,0.032897372852936396
