,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.54,50.35,6.04,35.24,38.29,45.15,36.34,55.92,43.17,0.5933,22.23,48.18,0.0,18.53,33.14,21.6,33.42,0.0,31.38,0.5422
split 1,30.11,48.56,3.2,38.58,37.68,50.0,35.93,73.16,40.89,0.5896,31.87,46.94,6.35,42.31,38.14,47.43,36.93,66.67,38.7,0.522
split 2,33.87,46.38,12.86,42.35,38.57,43.25,36.97,53.67,39.11,0.5931,27.68,42.59,5.79,34.65,33.39,40.69,32.65,55.88,33.54,0.5471
split 3,30.96,48.87,3.54,40.46,38.42,47.67,36.31,64.32,42.38,0.5988,23.1,44.29,0.0,25.02,31.28,20.89,31.82,0.0,30.84,0.5042
split 4,33.2,47.93,12.34,39.33,38.47,43.85,36.34,54.56,40.66,0.5985,23.32,46.17,6.53,17.25,31.1,26.73,33.08,21.64,25.47,0.5063
split 5,31.56,50.3,3.69,40.69,39.35,46.29,36.91,57.02,44.96,0.5971,22.34,44.83,6.67,15.53,30.49,42.99,31.83,75.84,21.29,0.509
mean,31.71,48.73,6.94,39.44,38.46,46.03,36.47,59.78,41.86,0.5951,25.09,45.5,4.22,25.55,32.92,33.39,33.29,36.67,30.2,0.5218
std,1.38,1.37,4.11,2.22,0.49,2.3,0.36,6.92,1.89,0.0033,3.55,1.83,3.0,9.85,2.56,10.66,1.73,30.87,5.58,0.0172
test mean,28.51822689958876,48.09052897265329,2.228472010166474,35.23567971594654,37.32922339328352,29.93552876385177,36.05649807869852,14.78021978021978,38.96986843263699,0.5789192347462812,24.639370159938803,45.28459557863307,1.9704433497536948,26.66307155142964,33.7073450333369,24.0344912673747,33.22094881539301,2.9850746268656723,35.89745035986542,0.527827723898749
test std,5.6021458925945256,5.9468304662558715,5.448669593640201,13.370975917987066,4.313751336745693,14.613471791087779,3.0550083329487507,32.000671711341546,14.623944495331948,0.0407034347148327,3.2792362217068134,6.106075226731522,5.213303075989342,12.066335380677724,2.883938594727974,3.5141170329546463,3.221355628857209,7.897765107655496,5.638062179933876,0.03822072779692576
