,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.465555555555554,49.91444444444445,0.0,2.4744444444444444,33.45888888888888,12.467777777777776,33.435555555555545,0.0,3.967777777777778,0.5525777777777777,17.007777777777775,49.79333333333333,0.0,1.221111111111111,33.20777777777777,12.043333333333333,33.2811111111111,0.0,2.8477777777777775,0.5249666666666667
split 1,17.595555555555556,49.81888888888889,0.0,2.96,33.472222222222214,12.493333333333332,33.42111111111111,0.0,4.057777777777778,0.5488666666666666,17.190000000000005,49.66555555555556,0.0,1.8966666666666667,33.22888888888888,12.288888888888888,33.22333333333333,0.0,3.6422222222222222,0.5405333333333333
split 2,19.17555555555556,49.074444444444445,0.0,8.443333333333335,33.93111111111111,14.055555555555555,33.74777777777777,0.0,8.418888888888889,0.553,18.582222222222224,48.31444444444445,0.0,7.4255555555555555,33.2011111111111,13.669999999999998,33.03111111111111,0.0,7.978888888888889,0.5269333333333334
split 3,16.67,50.0,0.0,0.0,33.32999999999999,11.11,33.32999999999999,0.0,0.0,0.5525222222222222,16.67,50.0,0.0,0.0,33.32999999999999,11.11,33.32999999999999,0.0,0.0,0.5290111111111112
split 4,17.822222222222226,49.70333333333333,0.0,3.755555555555555,33.572222222222216,12.607777777777777,33.42222222222222,0.0,4.402222222222222,0.5502333333333334,17.64888888888889,49.053333333333335,0.0,3.8855555555555554,33.197777777777766,12.25,33.23888888888888,0.0,3.511111111111111,0.5367777777777777
split 5,16.67,50.0,0.0,0.0,33.32999999999999,11.11,33.32999999999999,0.0,0.0,0.5490444444444444,16.67,50.0,0.0,0.0,33.32999999999999,11.11,33.32999999999999,0.0,0.0,0.5413888888888889
mean,17.56555555555556,49.75111111111111,0.0,2.9377777777777774,33.516666666666666,12.307777777777778,33.44888888888889,0.0,3.4744444444444444,0.5510444444444444,17.293333333333337,49.47222222222222,0.0,2.4044444444444446,33.24999999999999,12.078888888888889,33.239999999999995,0.0,2.9966666666666666,0.5332555555555556
std,1.3122222222222222,0.3633333333333333,0.0,4.263333333333334,0.2833333333333333,1.788888888888889,0.19333333333333333,0.0,5.187777777777778,0.004511111111111111,0.9211111111111112,0.8577777777777778,0.0,3.606666666666666,0.16666666666666666,1.4000000000000001,0.13555555555555557,0.0,4.332222222222223,0.021544444444444446
test mean,2.71430911528017,1.0160170284826884,0.0,8.998638960943367,0.5840244475221934,3.560190813619079,0.3767284345905891,0.0,10.330204714973599,0.008883221832957618,1.9841937512575742,1.8183626788810845,0.0,7.718829144113056,0.2940190740809278,2.914321774165675,0.28748113305823947,0.0,9.01999260901397,0.02468590626762502
test std,0.131456083333333,0.39436824999999776,0.0,0.0,0.39436824999996944,0.13145608333333123,0.3943682499999937,0.0,0.0,0.057402216455061016,1.2930845733271705e-14,3.8363182869699863e-14,0.0,0.0,6.739132749840706e-15,1.1471508735746396e-14,3.4354544478792086e-14,0.0,0.0,0.03957921296366265
std testing,0.3718139518128567,1.1154418554385708,0.0,0.0,1.1154418554385812,0.3718139518128573,1.1154418554385717,0.0,0.0,0.006548919300063455,4.4739486803921265e-15,1.3244159852834757e-14,0.0,0.0,2.806425927810737e-15,3.8731303720976796e-15,1.1808552700384485e-14,0.0,0.0,0.011967639723841348
