,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.8,50.76,32.77,41.87,43.66,45.99,40.24,51.4,46.33,0.6459,30.14,44.36,8.58,37.48,35.27,36.45,34.52,38.68,36.14,0.5546
split 1,38.19,51.07,29.59,33.91,41.6,45.71,38.04,51.63,47.46,0.6351,22.45,43.78,3.0,20.58,30.02,25.25,31.1,7.88,36.78,0.5082
split 2,41.27,51.66,36.16,35.97,43.66,47.56,39.27,54.59,48.8,0.6495,25.5,46.96,19.23,10.31,33.2,33.02,33.14,41.64,24.27,0.5399
split 3,35.49,51.44,30.55,24.48,40.46,45.83,37.18,55.4,44.92,0.6388,30.08,25.78,34.87,29.58,30.52,30.5,29.29,30.41,31.8,0.4834
split 4,37.59,50.03,25.27,37.45,41.11,45.78,37.45,53.58,46.3,0.6281,33.66,45.97,26.9,28.12,36.54,39.09,34.91,47.61,34.76,0.5754
split 5,37.23,50.94,26.22,34.52,41.05,45.4,37.84,52.89,45.47,0.634,31.58,41.42,22.13,31.18,33.72,35.23,32.82,40.13,32.73,0.5386
mean,38.59,50.98,30.1,34.7,41.92,46.04,38.34,53.25,46.55,0.6386,28.9,41.38,19.12,26.21,33.21,33.26,32.63,34.39,32.75,0.5333
std,2.24,0.52,3.71,5.26,1.27,0.7,1.08,1.45,1.28,0.0073,3.78,7.19,10.71,8.67,2.35,4.47,1.94,12.89,4.17,0.03
test mean,34.76971017540907,49.47503952296949,25.21669883592049,29.61739216733719,39.9680845046991,42.27228343491149,37.29407513609146,44.347966062844705,45.1748091057983,0.6284089689572026,28.582551599998347,44.27655675633505,16.502727180817253,24.968370862842743,33.99466264208006,31.268999867705997,34.167613078661766,28.834528803769675,30.80485772068654,0.5100919435791547
test std,7.374120702086193,5.911517498561843,14.933420869273839,13.601532935995907,5.044885956286801,10.529904640737065,4.576757362347975,20.207833425278324,18.69622334799837,0.054199303972799664,3.484585876752468,4.699193795462119,7.05702939984761,16.252862688402946,2.584956372801833,3.847067755140079,1.6706476057140356,9.012958984448547,14.565453139248307,0.03655494902986741
