,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5085,0.0,50.0,0.0,0.4985
split 1,0.0,50.0,0.0,0.5103,0.0,50.0,0.0,0.4772
split 2,0.0,50.0,0.0,0.5079,0.0,50.0,0.0,0.4751
split 3,0.0,50.0,0.0,0.4965,0.0,50.0,0.0,0.5181
split 4,0.0,50.0,0.0,0.5086,0.0,50.0,0.0,0.4269
split 5,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.4271
mean,0.0,50.0,0.0,0.5091,0.0,50.0,0.0,0.4705
std,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0339
test mean,0.0,49.99999999999999,0.0,0.5003555048919884,0.0,50.0,0.0,0.44542690146718267
test std,0.0,1.686185274042142e-14,0.0,0.08061405979064398,0.0,1.6473255640462455e-14,0.0,0.08133710585406642
