,F1,Acc,precision,Auc
train tissue 0,86.46288209606988,86.75213675213675,88.39285714285712,0.9284188034188035
train tissue 1,78.67109634551494,80.28255528255531,85.67293777134587,0.9164619164619163
train tissue 2,85.04672897196262,83.58974358974359,78.11158798283265,0.8800000000000001
train tissue 3,88.38012958963284,88.58234295415959,89.97361477572562,0.9651952461799661
train tissue 4,79.10447761194027,73.5849056603774,65.43209876543206,0.8437735849056605
train tissue 5,94.33962264150945,94.0,89.28571428571429,0.9533333333333334
train tissue 6,85.00000000000001,82.35294117647058,73.91304347826089,0.9529411764705882
train tissue 7,72.89719626168225,69.79166666666667,66.10169491525424,0.7528935185185185
train tissue 8,71.35135135135133,71.65775401069519,72.13114754098359,0.7825311942959
train tissue 9,86.7115737905695,85.28813559322033,79.06197654941374,0.9396610169491526
train tissue 10,72.7986539540101,77.16572504708098,90.0138696255201,0.9011299435028249
train tissue 11,79.64601769911508,80.83333333333333,84.90566037735852,0.9130952380952383
train tissue 12,85.16129032258067,82.5757575757576,74.15730337078654,0.9309764309764309
train tissue 13,92.3076923076923,91.66666666666667,85.7142857142857,0.9833333333333334
train tissue 14,74.22680412371135,76.85185185185183,83.72093023255815,0.8971193415637859
train tissue 15,81.69014084507043,82.38916256157634,85.06666666666666,0.9119458128078818
train tissue 16,84.08851422550055,82.02380952380952,75.42533081285447,0.9214285714285715
train tissue 17,86.66666666666669,84.61538461538461,76.47058823529413,0.9753846153846153
train tissue 18,79.30828861061424,79.24641148325358,79.07253269916772,0.9228468899521532
train mean,82.30837512711551,81.7500149655126,80.13809689170066,0.909077366714667
train std,6.3562508884211395,6.1195994591974285,7.475060768196623,0.0584339828044707
test tissue 0,58.958068614993664,69.89748369058714,92.61477045908184,0.891891891891892
test tissue 1,94.29037520391516,94.28104575163398,94.13680781758957,0.97140522875817
test tissue 2,59.52813067150634,69.78319783197831,90.10989010989012,0.9430894308943089
test tissue 3,33.33333333333333,60.00000000000004,100.0,0.8882352941176471
test tissue 4,79.12087912087912,78.88888888888889,78.2608695652174,0.8388888888888888
test tissue 5,79.29149354909254,75.84183673469387,69.38384998086494,0.8668367346938777
test tissue 6,93.33333333333333,92.85714285714286,87.5,0.9581529581529581
test tissue 7,68.06282722513089,73.18681318681323,84.14239482200648,0.8505494505494507
test mean,70.73980513152304,76.84205111771729,87.0185728443313,0.9011312347433992
test std,18.97166290151343,10.95936555862359,9.05707858273514,0.04718422854081569
