,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,84.23,83.65,81.34,0.9083,40.49,59.92,78.57,0.8102
split 1,82.15,81.72,80.25,0.903,79.91,74.85,66.54,0.9018
split 2,83.63,82.93,80.32,0.9001,73.01,75.27,80.35,0.826
split 3,66.63,67.8,69.15,0.7251,64.52,58.75,56.6,0.6536
split 4,81.69,81.05,79.0,0.8909,74.81,74.04,72.66,0.814
split 5,81.54,81.08,79.58,0.8843,79.04,77.62,74.34,0.8592
mean,79.98,79.7,78.27,0.8686,68.63,70.08,71.51,0.8108
std,6.05,5.41,4.14,0.0647,13.55,7.68,8.0,0.077
