,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.87,49.11,27.22,19.27,37.64,42.62,35.18,44.73,47.95,0.599,25.89,47.36,18.94,11.37,33.71,35.85,33.44,32.16,41.96,0.5301
split 1,22.99,49.66,3.22,16.09,34.9,41.41,33.83,42.13,48.28,0.5903,22.64,49.26,6.27,12.38,34.28,38.54,33.6,29.61,52.42,0.5115
split 2,23.87,50.03,6.23,15.36,35.25,42.0,34.19,46.3,45.5,0.5966,21.77,49.69,1.34,14.28,34.19,33.33,33.88,27.33,38.77,0.5035
split 3,30.01,49.93,8.35,31.75,37.63,43.32,35.6,50.31,44.03,0.5852,23.96,44.84,5.66,21.37,31.17,29.8,32.41,29.9,27.09,0.5407
split 4,22.82,49.9,3.67,14.9,34.86,39.32,33.99,36.86,47.1,0.5938,21.07,43.9,2.18,17.12,29.77,24.82,30.99,18.03,25.45,0.5039
split 5,19.21,50.16,2.74,4.73,34.06,42.83,33.67,43.79,51.02,0.5905,16.57,49.72,0.0,0.0,32.97,11.07,33.21,0.0,0.0,0.5103
mean,25.13,49.8,8.57,17.01,35.72,41.92,34.41,44.02,47.31,0.5926,21.98,47.46,5.73,12.75,32.68,28.9,32.92,22.84,30.95,0.5167
std,4.39,0.34,8.56,7.97,1.4,1.31,0.72,4.09,2.21,0.0045,2.88,2.34,6.32,6.59,1.67,9.09,0.98,11.16,16.56,0.0139
test mean,20.473016560296497,50.44832923493763,2.5142290753743985,8.456491370577426,34.70835248661115,27.8048963952154,34.09209587111305,13.692013508386642,35.63057980614652,0.5856572546458063,19.600500231140035,47.566091315387595,3.994763082847279,7.24064629518524,32.13392035615183,18.41507640997055,32.60702138744277,7.287806470596311,15.350401371872564,0.5256198788296282
test std,4.968779089337504,2.348292662625135,4.573612953250495,12.13695090190916,2.909520822671491,17.855126049292586,1.9663473361124915,22.731563181737112,38.53278101560523,0.05770410842723749,3.523669197173144,3.3700543359013797,7.3381676034257435,8.039662746331388,1.290970991389652,7.674653725919491,1.419297094877515,12.80952990060484,13.287646310721275,0.04002037144415439
