,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.416000000000004,49.778,1.422,16.052,35.102,39.236,34.510000000000005,42.482,40.717999999999996,0.57934,19.138,49.774,0.26,7.384,33.646,20.630000000000003,33.57000000000001,5.218,23.104,0.52512
split 1,22.718,50.056,1.874,16.224,35.326,40.354,34.398,31.926,54.739999999999995,0.57686,19.580000000000002,48.507999999999996,0.0,10.236,32.714,18.53,33.10000000000001,0.0,22.494000000000003,0.53242
split 2,24.044000000000004,49.788,2.406,19.934,35.894,39.124,35.048,33.098,49.228,0.5813200000000001,22.424,46.598,4.5600000000000005,16.116,32.918,23.857999999999997,32.822,13.624,25.134,0.52268
split 3,24.5,49.650000000000006,3.7600000000000002,20.092000000000002,35.532000000000004,36.0,34.46,28.178000000000004,45.366,0.57814,23.34,45.35199999999999,2.992,21.672,33.79200000000001,25.364000000000004,33.908,13.794,28.394,0.52744
split 4,22.723999999999997,49.866,2.094,16.214,35.182,37.992,34.31,31.226,48.434000000000005,0.57848,20.380000000000003,48.64399999999999,0.944,11.552000000000001,33.248,21.056,33.286,10.854000000000001,19.024,0.51898
split 5,22.432,49.989999999999995,1.338,15.968,35.182,32.922000000000004,34.297999999999995,9.17,55.303999999999995,0.57794,19.542,48.28399999999999,0.0,10.342,32.657999999999994,16.137999999999998,33.366,0.0,15.05,0.5178
mean,23.138,49.855999999999995,2.15,17.416,35.368,37.604,34.504000000000005,29.345999999999997,48.964,0.57868,20.732,47.858,1.46,12.882,33.164,20.93,33.33999999999999,7.247999999999999,22.198,0.5240600000000001
std,2.3600000000000003,0.5599999999999999,1.8539999999999999,6.853999999999999,0.792,6.734,0.604,16.145999999999997,8.036,0.0035000000000000005,2.34,2.434,2.066,7.67,0.9359999999999999,4.595999999999999,0.748,9.084,6.522,0.022900000000000004
test mean,4.439907187851419,0.8534480365086137,2.5103413216175223,13.28859775160952,1.3472849796262591,9.616178731063348,1.0251472368117942,25.01113694141154,14.269843200946248,0.007826686947325067,3.8351905042750656,3.1143111925563303,3.585768650697718,12.377350730347784,1.0403916060203249,6.101602104767072,0.8098235635505011,13.579740474211528,15.405690504432682,0.022527805947680002
test std,3.987995687469541,2.844172646301457,1.777537723579344,11.577832599531206,2.3745498831704337,10.340718074751733,2.9360179565859386,9.681739548352013,26.11971190145862,0.06094491946805834,2.583899027402199,4.591132781403446,0.3422965927556928,9.032699119847313,2.0832918995640117,4.303977130569381,2.047573293074125,0.9950834577012839,11.50211160495159,0.04363354360105362
std testing,1.6545880270119513,2.079084203517228,2.482653754802669,6.179303871447761,0.827143876107023,3.4185212179702003,2.69010621784265,12.773419011367688,7.965293304774872,0.010392668808313892,1.3503294604278813,4.280665773133005,0.6845931855113856,5.286630375100724,0.9453592884999931,1.7013720406013015,1.0122161147442388,1.9901669154025678,6.258949128611487,0.010388108084164812
