,F1,Acc,precision,Auc
train tissue 0,88.34355828220859,88.83547008547008,92.4154025670945,0.9604700854700856
train tissue 1,39.8921832884097,58.90663390663391,74.24749163879599,0.808353808353808
train tissue 2,82.72727272727273,80.51282051282053,74.2857142857143,0.8892307692307693
train tissue 3,95.89041095890411,96.05263157894737,100.0,0.9838709677419355
train tissue 4,81.53846153846152,77.35849056603779,68.83116883116878,0.849811320754717
train tissue 5,92.5925925925926,92.0,86.20689655172413,0.9666666666666667
train tissue 6,85.53459119496857,83.08823529411764,74.72527472527474,0.9558823529411763
train tissue 7,77.55102040816327,77.08333333333334,75.99999999999999,0.7829861111111109
train tissue 8,71.35135135135133,71.65775401069519,72.13114754098359,0.766488413547237
train tissue 9,88.74960827326856,87.83050847457628,82.51748251748252,0.9416949152542373
train tissue 10,82.76553106212425,83.80414312617702,88.43683083511777,0.9152542372881356
train tissue 11,86.12440191387562,86.1904761904762,86.53846153846155,0.9226190476190477
train tissue 12,84.61538461538464,81.81818181818184,73.33333333333336,0.9225589225589225
train tissue 13,91.60305343511449,90.83333333333336,84.5070422535211,0.9892857142857143
train tissue 14,72.0,74.07407407407408,78.26086956521739,0.905349794238683
train tissue 15,83.94736842105263,84.97536945812807,90.11299435028248,0.9193349753694582
train tissue 16,77.86259541984734,75.83333333333333,71.83098591549299,0.9309523809523809
train tissue 17,86.66666666666669,84.6153846153846,76.47058823529413,0.976923076923077
train tissue 18,86.57074340527579,86.60287081339713,86.77884615384617,0.9192583732057417
train mean,81.91193660815489,82.21437076447988,80.9279226757266,0.9108943122901528
train std,11.676614524357737,8.282206674448926,8.233447493444867,0.06372923590663972
test tissue 0,62.22783212369835,72.11090400745573,96.38318670576734,0.9203168685927308
test tissue 1,90.59117402164863,90.76797385620914,92.35993208828522,0.974673202614379
test tissue 2,64.56692913385828,72.5609756097561,91.11111111111111,0.9444444444444444
test tissue 3,32.535885167464116,58.52941176470593,87.17948717948718,0.9058823529411766
test tissue 4,72.00000000000001,74.72222222222223,80.6896551724138,0.8283333333333331
test tissue 5,77.30061349693254,73.57142857142856,67.741935483871,0.8760204081632655
test tissue 6,91.66666666666666,90.90909090909092,84.61538461538461,0.9855699855699855
test tissue 7,73.44632768361585,76.7582417582418,85.65153733528552,0.8967032967032968
test mean,70.54192853673555,76.24128108738878,85.71652871145074,0.9164929865453265
test std,17.513395888492948,9.875394463819356,8.206143806736216,0.048562906154761325
