,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,84.53,84.18,82.69,0.9116,43.51,61.22,80.06,0.8115
split 1,83.75,83.22,81.21,0.908,81.04,76.61,68.13,0.8985
split 2,82.98,82.62,81.29,0.9085,70.79,73.56,79.06,0.8269
split 3,68.04,69.67,71.91,0.7548,75.09,71.25,66.24,0.7694
split 4,81.82,81.21,79.25,0.8904,76.29,76.04,75.51,0.8423
split 5,81.11,80.79,79.78,0.8876,78.51,77.33,74.63,0.8721
mean,80.37,80.28,79.35,0.8768,70.87,72.67,73.94,0.8368
std,5.63,4.88,3.51,0.0553,12.63,5.52,5.16,0.0415
