,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,28.42,49.0,2.0,34.25,36.87,43.36,35.17,52.8,42.12,0.5737,19.17,48.66,0.0,8.86,32.77,21.01,32.94,0.0,30.08,0.5282
split 1,26.84,49.34,0.68,30.5,36.43,49.33,34.62,68.6,44.78,0.5692,24.26,50.47,9.23,13.07,34.68,37.38,35.02,50.12,26.99,0.5015
split 2,24.59,49.75,1.97,22.03,35.45,43.51,34.29,52.71,43.54,0.5723,26.8,44.64,0.0,35.78,34.41,23.66,32.87,0.0,38.09,0.5131
split 3,27.78,49.33,1.49,32.52,36.89,46.51,34.83,59.38,45.32,0.5745,23.92,46.95,0.0,24.81,33.58,23.3,32.88,0.0,37.03,0.5334
split 4,28.78,48.79,1.77,35.79,37.1,45.41,35.18,58.43,42.62,0.5696,24.22,46.06,0.0,26.6,33.03,22.2,32.83,0.0,33.75,0.5224
split 5,26.25,49.79,1.73,27.22,36.16,40.71,34.75,43.7,43.68,0.5722,27.48,48.5,4.94,29.0,36.17,59.14,34.06,100.0,43.36,0.5347
mean,27.11,49.33,1.61,30.38,36.48,44.81,34.81,55.94,43.68,0.5719,24.31,47.55,2.36,23.02,34.11,31.11,33.43,25.02,34.89,0.5222
std,1.42,0.37,0.45,4.63,0.56,2.72,0.31,7.62,1.12,0.002,2.67,1.9,3.56,9.26,1.15,13.68,0.83,38.2,5.38,0.0118
test mean,23.563927289409154,45.21540092920829,1.7449937721567492,23.7313871668624,35.8782251074297,23.90754069107021,36.20711075017539,7.203907203907205,28.31160411912804,0.5795704008179661,22.956454322660697,43.466578235086075,2.7687296416938114,22.634055091202203,33.58934707704528,21.23253086227401,33.96019883204761,4.941860465116279,24.79553328965814,0.5246820047325065
test std,6.030249974115119,9.247945121936906,5.670641354763187,21.788674370386254,3.0369071247453436,12.326317341938763,5.614742410281868,23.441951532447845,24.52030460691744,0.055296192285251414,6.323922257940016,7.580068758561751,7.325370079494796,19.192085754360132,1.9935084041584588,8.490293685196564,4.9819401276251325,13.074933804679663,15.250142789158286,0.04453754382496688
