,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.7,49.09,39.21,3.8,38.17,47.37,36.44,41.23,64.44,0.5805,26.58,44.63,33.61,1.49,33.77,40.18,33.24,34.62,52.69,0.5705
split 1,17.3,49.96,1.95,0.0,33.48,28.73,33.36,52.84,0.0,0.5811,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5203
split 2,26.04,50.54,23.94,3.65,36.6,55.66,34.86,46.96,85.16,0.5973,18.83,49.07,7.43,0.0,33.05,21.78,33.08,32.27,0.0,0.4989
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5862,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5305
split 4,17.97,49.94,3.95,0.0,33.64,27.79,33.41,49.96,0.0,0.5834,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4997
split 5,22.66,50.15,9.93,7.89,35.02,44.69,34.04,44.26,55.76,0.5857,23.64,48.8,5.62,16.49,33.93,33.13,33.71,23.67,42.02,0.5138
mean,21.89,49.95,13.16,2.56,35.04,35.89,34.24,39.21,34.23,0.5857,19.84,48.75,7.78,3.0,33.46,21.41,33.34,15.09,15.79,0.5223
std,5.15,0.44,14.08,2.91,1.8,14.89,1.12,17.93,35.32,0.0056,3.9,1.91,11.93,6.06,0.3,11.61,0.19,15.46,22.54,0.0242
test mean,16.88247815421681,49.68734061652609,0.9600938461243212,0.0,33.11061798456757,12.598193876172335,33.193279789789486,4.601301838727523,0.0,0.5727416205294927,17.11401462966049,50.02087973273944,1.3211641562420235,0.0,33.50879591650715,14.441515412304788,33.3726231599913,9.951923076923077,0.0,0.5281157883434378
test std,0.988009118778899,1.4643925940382585,2.5533002386486765,0.0,1.2215738256647368,3.8393699665791696,0.9053874647929322,11.319760776087561,0.0,0.06887585473542598,1.1835714595929603,0.055242580270004074,3.4954717985088775,0.0,0.46423035947492086,8.811421546258321,0.10395111039177901,26.330313528383183,0.0,0.05218915171476145
