,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4973,0.0,50.0,0.0,0.5086
split 1,0.0,50.0,0.0,0.4858,0.0,50.0,0.0,0.5037
split 2,0.0,50.0,0.0,0.4976,0.0,50.0,0.0,0.5256
split 3,0.0,50.0,0.0,0.51,0.0,50.0,0.0,0.4971
split 4,0.0,50.0,0.0,0.4961,0.0,50.0,0.0,0.5067
split 5,0.0,50.0,0.0,0.5008,0.0,50.0,0.0,0.4961
mean,0.0,50.0,0.0,0.4979,0.0,50.0,0.0,0.5063
std,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0098
test mean,0.0,49.99999999999999,0.0,0.5164785640641076,0.0,49.99999999999999,0.0,0.5262683865940867
test std,0.0,1.572008455159306e-14,0.0,0.06937161410203321,0.0,1.879919374704706e-14,0.0,0.09740623332383912
