,F1,Acc,precision,Auc
test tissue 0,85.71428571428571,85.71428571428571,85.71428571428571,0.9285714285714286
test tissue 1,77.40805604203153,72.89915966386555,66.36636636636638,0.8823529411764707
test tissue 2,88.8888888888889,88.75,87.8048780487805,0.9125000000000001
test tissue 3,71.18644067796612,76.3888888888889,91.30434782608695,0.861111111111111
test tissue 4,77.41935483870968,75.43859649122805,71.64179104477613,0.7587719298245614
test tissue 5,74.99999999999997,76.66666666666667,80.76923076923075,0.8833333333333333
test tissue 6,53.846153846153854,68.42105263157893,100.0,0.9721362229102167
test tissue 7,22.22222222222222,56.25000000000002,100.0,0.8914473684210525
test mean,68.96067527878223,75.06608125706423,85.4501124711908,0.8862780419185217
test std,20.233276702408038,9.407319092779721,11.402055701367013,0.057868311246269545
