,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5377,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5471
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5354,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5694
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5551,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.49700000000000005
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5232
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.545,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5001
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5436,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4819
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5434,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5198
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305
test mean,16.666666666666664,49.999999999999986,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333332,0.0,0.0,0.5487604962144454,16.666666666666675,50.00000000000002,0.0,0.0,33.333333333333336,11.111111111111118,33.33333333333336,0.0,0.0,0.5512342794571904
test std,1.4140561515584192e-14,4.130293533198269e-14,0.0,0.0,9.780580990248002e-15,1.2246085496272493e-14,3.681276948532499e-14,0.0,0.0,0.04602246551351671,1.3113797212790068e-14,3.9561345224328346e-14,0.0,0.0,8.331852114593072e-15,1.2529298469546544e-14,3.692088357856443e-14,0.0,0.0,0.0418504431523213
