,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.36845466155811024
train tissue 1,0.0,50.00000000000002,0.0,0.4961685823754793
train tissue 2,0.0,50.0,0.0,0.4736842105263155
train tissue 3,0.0,50.000000000000014,0.0,0.5589941972920696
train tissue 4,0.0,49.999999999999986,0.0,0.43132716049382713
train tissue 5,0.0,49.999999999999986,0.0,0.4761904761904761
train tissue 6,0.0,50.0,0.0,0.4685990338164249
train tissue 7,0.0,50.000000000000014,0.0,0.5131964809384166
train tissue 8,0.0,49.999999999999986,0.0,0.4255050505050503
train tissue 9,0.0,50.0,0.0,0.5498432601880879
train tissue 10,0.0,49.999999999999986,0.0,0.649122807017544
train tissue 11,0.0,50.0,0.0,0.4498697916666665
train tissue 12,0.0,50.0,0.0,0.5030864197530865
train tissue 13,0.0,49.999999999999986,0.0,0.36146632566069925
train tissue 14,0.0,50.000000000000014,0.0,0.581841432225064
train tissue 15,0.0,50.0,0.0,0.5386064030131825
train tissue 16,0.0,50.000000000000014,0.0,0.41982864137086895
train tissue 17,0.0,50.00000000000002,0.0,0.5413333333333334
train tissue 18,0.0,49.999999999999986,0.0,0.43719298245614024
train mean,0.0,50.0,0.0,0.4865426973884654
train std,0.0,1.334291761984158e-14,0.0,0.07135844305829842
test tissue 0,0.0,49.99999999999998,0.0,0.4853333333333334
test tissue 1,0.0,49.999999999999964,0.0,0.48787878787878736
test tissue 2,0.0,49.999999999999986,0.0,0.5587301587301586
test tissue 3,0.0,50.0,0.0,0.48684210526315796
test tissue 4,0.0,50.0,0.0,0.48363095238095233
test tissue 5,0.0,49.99999999999999,0.0,0.5357142857142858
test tissue 6,0.0,50.000000000000014,0.0,0.47202380952381007
test tissue 7,0.0,50.000000000000014,0.0,0.5948766603415563
test mean,0.0,49.99999999999999,0.0,0.5131287616457552
test std,0.0,1.6085595323533783e-14,0.0,0.0417330585524368
