,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5123,0.0,50.0,0.0,0.52
split 1,0.0,50.0,0.0,0.5071,0.0,50.0,0.0,0.546
split 2,0.0,50.0,0.0,0.5282,0.0,50.0,0.0,0.4613
split 3,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.4645
split 4,0.0,50.0,0.0,0.4855,0.0,50.0,0.0,0.4857
split 5,0.0,50.0,0.0,0.4856,0.0,50.0,0.0,0.4891
mean,0.0,50.0,0.0,0.5017,0.0,50.0,0.0,0.4944
std,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.03
