,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5605,0.0,50.0,0.0,0.5289
split 1,0.0,50.0,0.0,0.5704,0.0,50.0,0.0,0.5078
split 2,0.0,50.0,0.0,0.546,0.0,50.0,0.0,0.5098
split 3,0.0,50.0,0.0,0.5576,0.0,50.0,0.0,0.523
split 4,0.0,50.0,0.0,0.5478,0.0,50.0,0.0,0.5501
split 5,0.0,50.0,0.0,0.5415,0.0,50.0,0.0,0.4878
mean,0.0,50.0,0.0,0.554,0.0,50.0,0.0,0.5179
std,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0194
test mean,0.0,50.00000000000001,0.0,0.5406267947929407,0.0,50.00000000000001,0.0,0.48653335144058607
test std,0.0,1.3540601241132825e-14,0.0,0.08478949863556075,0.0,1.8630587706705476e-14,0.0,0.06583704251178321
