,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,43.38916528109096,45.636623748211754,16.710992907801415,67.81987918725973,45.086943707633345,43.663038055477216,38.31831831831835,22.380528346690408,70.29026750142287,0.7132444814660558
test tissue 1,57.73989141090046,54.38176702149305,38.68555918563392,80.15234802557443,58.25355104208151,58.2571649742899,48.597872980836755,44.868978420593436,81.30464352143952,0.8003704797444227
test tissue 2,60.559388581489856,48.832389111510324,52.69063765429086,80.15513897866839,61.591995221027474,60.35340458101789,50.241683252772276,57.83442219128199,72.98410829899942,0.7933443968905581
test tissue 3,50.058868024068204,47.861280095662536,34.49410590392843,67.82121807261363,51.09364845603975,49.608827958890345,49.064867146290005,37.72114220540294,62.04047452497809,0.7278343161138052
test tissue 4,57.10286627506135,36.048991530071305,59.23721550328541,76.02239179182733,58.71903620382323,60.50195689792664,53.15363881401617,48.34272391684478,80.00950796291897,0.7571614583333334
test tissue 5,50.56856435548349,49.467455621301774,25.44642857142857,76.79180887372011,52.53801169590643,50.8274346852514,42.7621483375959,34.96932515337423,74.75083056478404,0.7538765760827002
test tissue 6,48.208905978810115,39.88484248211462,36.349709720601595,68.39216573371411,50.32394713245779,48.26599628071722,46.068380431705414,40.48830274132072,58.24130566912551,0.740515274747074
test tissue 7,47.762646377398916,42.55734793547429,34.23236872530243,66.49822247142005,49.66311511428223,48.12163846655306,42.009886931893035,44.41454771931187,57.94048074845426,0.699342248943359
test mean,51.92378703553792,45.58383719322996,37.23087727153408,72.95664664184972,53.40878107165647,52.449932737515454,46.277099526678484,41.37749633685255,69.69520234901533,0.7482111540401636
test std,5.528260335546667,5.486120479022235,12.760268050051256,5.511447271299719,5.214797081299683,5.970524019393564,4.611291868769912,9.72668991474595,8.702402637295686,0.03345723012334611
