,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.539,0.0,50.0,0.0,0.5201
split 1,0.0,50.0,0.0,0.5633,0.0,50.0,0.0,0.5113
split 2,0.0,50.0,0.0,0.5477,0.0,50.0,0.0,0.5252
split 3,0.0,50.0,0.0,0.5882,0.0,50.0,0.0,0.5044
split 4,0.0,50.0,0.0,0.5473,0.0,50.0,0.0,0.5145
split 5,0.0,50.0,0.0,0.5674,0.0,50.0,0.0,0.5508
mean,0.0,50.0,0.0,0.5588,0.0,50.0,0.0,0.5211
std,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0148
test mean,0.0,50.0,0.0,0.5459147575903106,0.0,49.99999999999999,0.0,0.4928329942968873
test std,0.0,1.7251323318614707e-14,0.0,0.05075248604895413,0.0,7.944109290391274e-15,0.0,0.0820358557684116
