,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.86,51.59,37.71,39.28,44.3,45.95,41.43,51.15,45.27,0.6486,32.92,39.74,23.34,35.67,33.8,33.13,35.52,29.4,34.48,0.5232
split 1,40.02,49.8,34.08,36.19,42.0,44.35,38.75,49.43,44.87,0.6358,33.18,32.46,29.14,37.95,33.42,33.5,30.47,33.93,36.1,0.4668
split 2,39.98,52.16,28.27,39.49,43.19,46.96,39.3,51.32,50.27,0.6516,27.46,38.76,8.01,35.62,31.39,29.34,32.78,24.32,30.93,0.4971
split 3,40.0,52.0,26.83,41.18,43.15,46.17,39.69,50.3,48.52,0.6414,27.12,49.23,13.93,18.21,34.56,33.91,35.17,36.22,30.34,0.5507
split 4,41.42,50.0,36.06,38.2,42.86,44.44,40.1,49.19,44.04,0.6383,30.62,46.5,15.57,29.79,34.76,33.76,35.37,31.08,34.83,0.5465
split 5,38.74,51.65,30.07,34.5,41.93,44.83,38.86,46.65,48.99,0.6338,31.69,43.27,27.53,24.27,34.1,36.13,33.27,46.0,29.14,0.5374
mean,40.5,51.2,32.17,38.14,42.9,45.45,39.69,49.67,47.0,0.6416,30.5,41.66,19.59,30.25,33.67,33.3,33.76,33.49,32.64,0.5203
std,1.31,0.94,4.03,2.22,0.8,0.97,0.91,1.57,2.35,0.0065,2.42,5.48,7.64,7.05,1.11,2.01,1.81,6.72,2.6,0.0297
test mean,35.97013878837539,48.87226539555849,30.11090465513879,28.927246314428842,39.57810757472933,42.90248971268148,38.28931555809595,50.27677015792303,40.141383422025456,0.6276304649130164,31.8819457670365,44.47894168928412,20.840994117882495,30.325901493942883,36.0217422579499,36.44755330935275,35.271686302699614,38.38351015687625,35.68746346848237,0.5398054464558468
test std,6.485682158170704,5.998583834551834,12.122126761681308,11.473518851860444,5.133710528583859,8.416172509470215,4.717119471084007,18.057401869138193,13.783665253236165,0.039591664635639075,5.985421229233875,7.272923603942898,7.692772094664689,14.213982763412433,5.235466617854913,8.129536066467026,6.369690825299306,11.246634567378878,12.663616605613704,0.03545644453368617
