,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.89,50.41,30.64,35.61,41.6,44.53,38.36,49.3,45.92,0.614,26.12,46.79,12.2,19.36,32.33,29.56,34.14,26.27,28.27,0.5127
split 1,34.98,50.24,24.19,30.5,39.43,42.95,36.78,44.9,47.17,0.5991,27.03,43.29,8.97,28.84,31.39,28.01,33.26,18.86,31.9,0.5118
split 2,32.71,50.89,17.26,30.0,38.7,42.24,36.75,46.02,43.94,0.5976,27.59,48.95,15.04,18.77,35.12,36.18,34.63,34.46,39.44,0.5501
split 3,32.65,50.9,19.59,27.47,38.74,43.03,36.44,45.61,47.04,0.607,21.12,47.92,7.72,7.72,32.08,27.94,33.05,28.02,22.76,0.4927
split 4,37.74,50.58,27.88,34.77,40.84,42.97,38.31,43.76,46.84,0.6111,30.24,46.83,15.55,28.34,35.54,37.83,34.09,40.27,39.12,0.5154
split 5,38.09,49.18,27.39,37.7,40.64,42.54,38.05,45.18,44.4,0.6104,30.04,39.69,20.35,30.09,31.64,31.03,32.33,27.2,33.57,0.501
mean,35.84,50.37,24.49,32.68,39.99,43.04,37.45,45.8,45.88,0.6066,27.02,45.58,13.3,22.19,33.02,31.76,33.58,29.18,32.51,0.514
std,2.54,0.58,4.73,3.59,1.1,0.72,0.81,1.72,1.28,0.0062,3.04,3.16,4.26,7.89,1.67,3.88,0.78,6.72,5.86,0.018
test mean,33.01621688764218,49.843444800007376,21.12420224325127,28.081003619667882,39.08092784799044,40.063342713040164,37.696747893853434,41.908041482725615,40.58523876254145,0.6040234152777235,31.669777360769032,48.172741230153875,21.626471750811213,25.210119101342023,37.58481275608508,43.45192343952485,34.67453152279552,46.84733140960569,48.83390738617333,0.5650506640697879
test std,7.10655382908629,6.070277066143785,11.925889696794373,16.60782381932186,4.944488843500008,10.288413143695509,3.0694091839867763,19.753726673464445,17.821929843862844,0.054881571632533294,6.553004579655668,3.318689963924385,11.766233742060578,11.060975451054887,4.283517410583273,7.351740257842518,3.4611622116076504,13.61545356524286,14.698621437446352,0.03031351252601746
