,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.29,52.14,35.12,39.62,44.07,45.56,41.48,48.87,46.34,0.6419,32.28,34.77,41.56,20.5,33.83,33.08,32.31,36.41,30.54,0.5118
split 1,42.15,50.2,35.94,40.31,43.37,44.37,41.12,47.2,44.78,0.6318,29.35,30.98,20.49,36.59,30.19,29.45,31.07,25.09,32.19,0.5035
split 2,44.26,51.35,37.15,44.28,45.43,46.98,42.17,51.43,47.33,0.6397,35.09,39.56,32.5,33.23,35.57,36.11,33.75,38.6,35.99,0.5397
split 3,43.57,51.57,38.07,41.08,44.95,47.06,41.29,52.78,47.12,0.6384,32.28,44.43,18.78,33.63,35.06,34.56,34.86,31.46,37.36,0.5252
split 4,43.43,50.79,39.07,40.43,44.56,46.26,41.2,51.6,45.98,0.6363,29.66,42.7,11.41,34.87,33.5,31.96,32.63,23.81,39.44,0.5191
split 5,44.0,49.86,37.72,44.43,44.81,45.69,41.86,47.32,47.89,0.6391,33.44,28.52,29.02,42.77,35.06,35.75,34.52,38.76,33.98,0.4932
mean,43.28,50.98,37.18,41.69,44.53,45.99,41.52,49.87,46.57,0.6379,32.02,36.83,25.62,33.6,33.87,33.49,33.19,32.35,34.92,0.5154
std,0.8,0.79,1.32,1.93,0.66,0.92,0.38,2.18,1.02,0.0032,2.01,5.88,9.9,6.66,1.8,2.31,1.32,6.1,3.03,0.015
test mean,41.10694825939528,50.590912914665644,34.989507199235426,37.74042466428476,43.3463691238494,45.45553848700302,40.98441282743903,49.376403504380285,46.00579912918975,0.6384343482368142,30.07338091993993,40.43112345190407,23.66832009445173,26.120699213463972,32.02202907649227,32.215102025974396,32.71940636600643,31.206230597794896,32.719669114121864,0.4996816069822651
test std,5.8054134311573655,6.092937807924076,13.363491998286912,8.61632889788177,5.264843760554729,7.592414805228578,5.384656331618415,19.88402990925045,7.306029134836707,0.05396595337627629,3.9112959371278317,2.8597955651357148,8.259634571125304,5.808152653085718,3.3579981863187625,4.540856937053618,2.7499534447186447,10.425813264581517,4.426924827740198,0.027331141466876995
