,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.04,50.21,0.0,6.91,34.12,28.84,33.67,0.0,52.84,0.5834,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5462
split 1,20.16,49.79,0.0,10.69,34.13,26.71,33.57,0.0,46.55,0.5814,17.35,48.74,0.0,3.31,32.44,18.3,32.72,0.0,22.19,0.5257
split 2,28.92,49.5,0.0,37.27,37.56,25.91,36.05,0.0,41.67,0.5812,23.34,44.18,0.0,25.83,31.44,20.62,31.95,0.0,29.92,0.5431
split 3,21.12,50.18,0.0,13.17,34.58,26.24,33.96,0.0,44.77,0.5803,16.5,49.5,0.0,0.0,32.89,11.01,33.04,0.0,0.0,0.5452
split 4,21.22,49.91,0.38,13.37,34.49,59.68,33.79,100.0,45.25,0.5813,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5376
split 5,20.66,50.01,0.0,11.96,34.37,26.38,33.79,0.0,45.36,0.5794,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5447
mean,21.85,49.93,0.06,15.56,34.88,32.29,34.14,16.67,46.07,0.5812,17.86,48.74,0.0,4.86,32.79,13.88,32.95,0.0,8.68,0.5404
std,3.24,0.24,0.14,9.94,1.21,12.29,0.86,37.27,3.38,0.0012,2.46,2.09,0.0,9.46,0.69,4.0,0.5,0.0,12.48,0.0072
test mean,19.06556660396747,49.68454110038427,0.0,7.512158711518116,34.078406865986516,17.2659809802954,33.588215037878136,0.0,18.209727903008037,0.5875956415534119,18.34303765002367,50.150125602325026,0.0,4.8789873477459835,33.786570631203105,22.777318424072124,33.65483289629905,0.0,34.67712237591732,0.5086175779638409
test std,4.374813427728289,1.5050618021834898,0.0,13.50646034507046,1.7783826508101257,9.908473925146962,1.1725333104134816,0.0,29.284490951830207,0.043571556473330206,2.6994168051331435,0.42855894509727926,0.0,8.203081875588408,1.0925255498175732,14.297542277591585,0.4486328497823821,0.0,42.85658849241135,0.053548734359817184
