,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5253,0.0,50.0,0.0,0.4489
split 1,0.0,50.0,0.0,0.5178,0.0,50.0,0.0,0.5066
split 2,0.0,50.0,0.0,0.5135,0.0,50.0,0.0,0.5034
split 3,0.0,50.0,0.0,0.522,0.0,50.0,0.0,0.5031
split 4,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.5098
split 5,0.0,50.0,0.0,0.5258,0.0,50.0,0.0,0.4436
mean,0.0,50.0,0.0,0.5211,0.0,50.0,0.0,0.4859
std,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0282
test mean,0.0,50.0,0.0,0.5024241870510253,0.0,50.000000000000014,0.0,0.5054671064809234
test std,0.0,1.38318302842972e-14,0.0,0.05283375060542989,0.0,1.4862067603866e-14,0.0,0.06601740802077631
