degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree topologyArea,clustering coefficient topologyArea,information centrality topologyArea,betweenness centrality topologyArea,eigenvector centrality topologyArea,page rank topologyArea,katz centrality topologyArea,current flow betweenness centrality topologyArea,communicability betweenness centrality topologyArea,load centrality topologyArea,harmonic centrality topologyArea,size on 2 neighborhood topologyArea,estrada index on 2 neighborhood topologyArea,abs graph density on 2 neighborhood topologyArea,rel graph density on 2 neighborhood topologyArea,avg path length on 2 neighborhood topologyArea,algebraic connectivity on 2 neighborhood topologyArea
-0.361626931323282,0.22691891162295336,-0.1607407579402116,0.08925913312993382,-0.4102160690701297,-0.07911425948628327,-0.018979259168689942,-0.02181204560677038,0.07846485019350206,-0.040252537060581246,-0.7923167440188126,0.7555439495024101,0.6246119217576109,-1.1482208429729137,-0.8493827738896007,1.1306338373571054,-1.4123179555102596,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-1.107053253676591,1.1728570373606162,-0.37908475917253454,-0.5626851469105434,-0.21740513846241347,-0.5222484321729476,-0.8070776735172309,-0.8289304545497194,-0.6416258599814357,-0.5818806735552314,-0.4941561168182654,-0.9199721885657397,-0.8766836402277851,0.8793108544698095,-0.9330686073811311,-0.9760717117844718,0.41395252862345344,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-0.361626931323282,0.22691891162295336,-0.012004244199300953,0.2996364052310315,-0.01873203599455862,-0.10107388985149329,-0.07102872113253547,-0.041153037908550204,0.17133102717901907,0.2602946379041173,0.0796470978739413,0.4509046516718374,0.3719672678443253,-0.7931266338516905,-0.7138914244271177,0.7899730374279726,-0.789887278502104,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-1.107053253676591,1.1728570373606162,-0.374417503316173,-0.7219352749151527,-0.17422951047410037,-0.5173927820028695,-0.8725015665593086,-0.9147656522284212,-0.7612820239669511,-0.8045420720829959,-1.0573222341756263,-1.2246114863963125,-1.1564577767973716,1.4979138884592695,-0.7604665758048476,-1.4316220363955852,1.2944080251182648,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-0.361626931323282,0.22691891162295336,-0.2239688582279472,0.1326308842947709,-0.43059129249021505,-0.07141588422138657,-0.07897691225525284,-0.1173632626334757,-0.0283465845423375,0.12263726341277943,-0.5233944971847426,0.4509046516718374,0.3419055577781706,-0.7931266338516905,-0.7138914244271177,0.8256613117062627,-0.99083403367508,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-0.361626931323282,0.22691891162295336,-0.019760064199038925,-0.05973119941330397,-0.12752457695392796,-0.09788377927051219,-0.14279239117537398,-0.14166864801887438,-0.05428932431258989,-0.10319324609433435,-0.21726719236442651,0.14626535384126468,0.09286568999013646,-0.3977788301742166,-0.5648509400183932,0.3598354158633205,-0.7815577674612183,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-0.361626931323282,0.22691891162295336,0.08383516899409364,0.028582375192806854,0.25992257892851306,-0.10169104132850279,-0.21912742006720984,-0.2397050056717559,-0.09952031514985868,0.008752363238077312,0.23459008687541558,-0.158373943989308,-0.15850346601169518,0.0450107099445535,-0.40012198356664436,-0.05214501352466236,-0.5831343622483333,0.5367118945056771,-0.5874534036627882,-1.05461858235799,-0.18172341312457263,-0.7958798228189238,-0.974561335598451,-1.0218905593355714,-0.3551756936066423,-0.28328092781451975,-0.10696870625139908,1.3787107957478988,-0.043126173164979104,-0.05861376511282719,0.2046060468969187,0.677413346152049,-0.08858613112990674,0.7362526871848372
-1.107053253676591,1.1728570373606162,-0.6651623902120782,-1.1582711110026513,-1.0928097631740974,-0.4934273844804055,-0.8486623166176361,-0.9894658981154573,-1.1533313562443224,-1.13948174195279,-1.8944919705886625,-1.2246114863963125,-1.157227915721885,1.2904725702943813,-0.7467680018702256,-1.339197140315741,1.1926255577966136,0.5367118945056771,-0.5874534036627882,-0.9874397051928772,0.42543146349744737,-0.2627487940268321,-0.9946094974765961,-0.9942844609222684,-0.1293354113924698,0.29752374216788013,0.39844716917211154,1.6971829869793809,0.3036173863138712,0.21859169784867727,-0.2618992583185865,0.4643420145419981,0.48587610895479694,0.23660345854657633
-0.361626931323282,0.22691891162295336,-0.0374900738090275,-0.5172436786147266,-0.03188517269825077,-0.08712281787282083,-0.18812431998270138,-0.2412713102106161,-0.3850458798998002,-0.5299593983121554,-0.3751395903864292,-0.158373943989308,-0.15563345864748368,0.013382885650355312,-0.378550334507488,-0.11350380088031478,-0.40179681827550434,0.5367118945056771,-0.5874534036627882,-0.9874397051928772,0.42543146349744737,-0.2627487940268321,-0.9946094974765961,-0.9942844609222684,-0.1293354113924698,0.29752374216788013,0.39844716917211154,1.6971829869793809,0.3036173863138712,0.21859169784867727,-0.2618992583185865,0.4643420145419981,0.48587610895479694,0.23660345854657633
-0.361626931323282,0.22691891162295336,-0.22345658334142904,-0.43747216243405024,-0.6350833012000037,-0.07293966329459038,-0.24747038368415802,-0.36369742674928335,-0.4830438970851521,-0.45008863904161195,-0.8863702105764742,-0.4630132418198807,-0.4380635489637961,0.4561724257691254,-0.21382137805573895,-0.4378288197602143,0.1839131859865911,0.5367118945056771,-0.5874534036627882,-0.9874397051928772,0.42543146349744737,-0.2627487940268321,-0.9946094974765961,-0.9942844609222684,-0.1293354113924698,0.29752374216788013,0.39844716917211154,1.6971829869793809,0.3036173863138712,0.21859169784867727,-0.2618992583185865,0.4643420145419981,0.48587610895479694,0.23660345854657633
