,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,57.18,62.73,63.23,45.58,57.83,57.26,60.01,59.63,52.14,0.7578,50.09,55.92,56.93,37.42,50.76,50.1,56.08,51.99,42.24,0.7029
split 1,54.77,60.23,61.51,42.56,55.49,54.82,57.94,57.48,49.03,0.7413,60.58,69.59,66.58,45.57,61.93,61.4,64.56,61.24,58.4,0.7999
split 2,57.3,63.85,64.84,43.2,58.23,57.38,60.12,61.09,50.92,0.773,52.49,56.3,58.93,42.24,53.07,52.7,52.17,57.11,48.83,0.7167
split 3,56.7,61.73,62.7,45.66,57.2,56.66,59.19,60.06,50.73,0.7554,52.83,63.28,62.55,32.66,54.77,52.93,56.34,59.65,42.8,0.7691
split 4,54.95,61.0,61.7,42.14,55.72,54.98,58.36,57.77,48.83,0.7421,56.88,62.4,65.13,43.11,57.81,57.01,58.49,61.5,51.04,0.7684
split 5,55.26,61.15,62.1,42.53,56.04,55.33,58.79,57.82,49.37,0.7449,54.92,59.05,60.14,45.55,55.29,54.91,56.2,58.54,50.0,0.7423
mean,56.02,61.78,62.68,43.61,56.75,56.07,59.07,58.97,50.17,0.7524,54.63,61.09,61.71,41.09,55.6,54.84,57.31,58.34,48.88,0.7499
std,1.06,1.2,1.13,1.46,1.06,1.06,0.8,1.36,1.19,0.0112,3.39,4.7,3.39,4.65,3.55,3.61,3.74,3.21,5.44,0.0331
