,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5733,0.0,50.0,0.0,0.5342
split 1,0.0,50.0,0.0,0.577,0.0,50.0,0.0,0.502
split 2,0.0,50.0,0.0,0.5654,0.0,50.0,0.0,0.4897
split 3,0.0,50.0,0.0,0.5969,0.0,50.0,0.0,0.4744
split 4,0.0,50.0,0.0,0.5874,0.0,50.0,0.0,0.4299
split 5,0.0,50.0,0.0,0.5712,0.0,50.0,0.0,0.4051
mean,0.0,50.0,0.0,0.5785,0.0,50.0,0.0,0.4726
std,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0435
test mean,0.0,50.0,0.0,0.5671861590635311,0.0,50.00000000000001,0.0,0.5222080290849435
test std,0.0,1.4488617559270878e-14,0.0,0.07613233571058009,0.0,1.3987047740492306e-14,0.0,0.045447164635359846
