,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6667,0.0,50.0,0.0,0.4693
split 1,0.0,50.0,0.0,0.6078,0.0,50.0,0.0,0.5658
split 2,0.0,50.0,0.0,0.5996,0.0,50.0,0.0,0.5447
split 3,0.0,50.0,0.0,0.6347,0.0,50.0,0.0,0.5281
split 4,0.0,50.0,0.0,0.6282,0.0,50.0,0.0,0.44
split 5,0.0,50.0,0.0,0.6205,0.0,50.0,0.0,0.5429
mean,0.0,50.0,0.0,0.6262,0.0,50.0,0.0,0.5151
std,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.045
test mean,0.0,50.0,0.0,0.6166784474459338,0.0,50.00000000000001,0.0,0.4693082547582942
test std,0.0,1.4488617559270878e-14,0.0,0.07428577907060104,0.0,1.3528330643921842e-14,0.0,0.06587018781701373
