,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6107,0.0,50.0,0.0,0.5063
split 1,0.0,50.0,0.0,0.6054,0.0,50.0,0.0,0.4879
split 2,0.0,50.0,0.0,0.5764,0.0,50.0,0.0,0.5305
split 3,0.0,50.0,0.0,0.5955,0.0,50.0,0.0,0.541
split 4,0.0,50.0,0.0,0.5903,0.0,50.0,0.0,0.5467
split 5,0.0,50.0,0.0,0.5966,0.0,50.0,0.0,0.4578
mean,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.5117
std,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0315
test mean,0.0,50.00000000000001,0.0,0.5811612203203074,0.0,50.0,0.0,0.5037583951721667
test std,0.0,2.1128469759191495e-14,0.0,0.06418622693066603,0.0,1.464821375527116e-14,0.0,0.07200450279573903
