,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6107,0.0,50.0,0.0,0.5063
split 1,0.0,50.0,0.0,0.6054,0.0,50.0,0.0,0.4879
split 2,0.0,50.0,0.0,0.5764,0.0,50.0,0.0,0.5305
split 3,0.0,50.0,0.0,0.5955,0.0,50.0,0.0,0.541
split 4,0.0,50.0,0.0,0.5903,0.0,50.0,0.0,0.5467
split 5,0.0,50.0,0.0,0.5966,0.0,50.0,0.0,0.4578
mean,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.5117
std,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0315
