,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,21.33,50.33,0.0,13.65,34.7,25.89,34.11,0.0,43.56,0.5911,19.59,50.29,0.0,8.49,34.14,24.95,33.86,0.0,41.0,0.5124
split 1,24.29,50.11,1.07,21.7,35.41,58.29,34.6,100.0,40.26,0.5849,17.34,48.65,0.0,3.36,32.38,18.3,32.66,0.0,22.25,0.4941
split 2,27.05,49.12,0.0,32.02,36.17,24.99,35.11,0.0,39.85,0.5861,26.07,45.88,0.0,32.35,33.68,22.19,34.52,0.0,32.04,0.5186
split 3,23.01,50.44,2.54,16.06,35.13,37.33,34.43,33.51,44.04,0.5742,19.52,49.64,0.0,8.92,33.64,23.45,33.49,0.0,36.86,0.6006
split 4,26.33,50.66,2.16,26.17,36.5,40.61,35.31,43.46,43.05,0.584,18.37,49.07,0.0,6.05,32.71,19.23,33.11,0.0,24.59,0.5616
split 5,24.61,50.48,1.85,21.5,36.06,55.8,34.59,84.87,47.94,0.5864,22.9,48.04,0.0,20.66,33.58,22.86,33.31,0.0,35.27,0.5292
mean,24.44,50.19,1.27,21.85,35.66,40.48,34.69,43.64,43.12,0.5845,20.63,48.59,0.0,13.3,33.35,21.83,33.49,0.0,32.0,0.5361
std,1.92,0.5,1.0,6.1,0.63,13.0,0.4,38.27,2.68,0.0051,2.97,1.41,0.0,10.09,0.61,2.34,0.59,0.0,6.65,0.0353
test mean,20.864105745150475,49.3288167768662,0.1642036124794743,13.099296846105734,34.4732007141895,22.918295402610834,33.75113120893455,4.761904761904762,30.241850236993216,0.5872657947820402,20.18781492004785,47.608173276792954,0.0,12.955271483350597,32.83063138691889,19.15434891288634,33.30710784837959,0.0,24.155938890279437,0.5294978040894973
test std,5.120265720644636,3.145684693857061,0.7343408793102749,15.429600281079654,2.74452139350174,12.973954243356836,2.225030198990167,21.295885499998,30.068127578479334,0.06235594589989396,3.4593871644227825,3.3233776540410838,0.0,12.667542775540538,1.9221950430198413,6.942031629748858,1.1328398566244566,0.0,20.228606904125392,0.044255534075986334
