,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.63,50.22,0.0,2.66,33.78,36.47,33.53,0.0,75.89,0.593,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5114
split 1,17.01,50.06,0.0,0.98,33.5,44.46,33.39,0.0,100.0,0.5812,19.12,50.71,0.0,6.65,34.5,32.24,33.97,0.0,62.75,0.5488
split 2,17.64,50.22,0.0,2.69,33.79,36.93,33.53,0.0,77.26,0.5791,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5675
split 3,18.17,50.27,0.0,4.25,34.01,37.79,33.59,0.0,79.79,0.5902,16.47,49.41,0.0,0.0,32.64,11.01,33.04,0.0,0.0,0.5164
split 4,17.65,50.2,0.36,2.4,33.8,73.48,33.51,100.0,86.92,0.5877,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5259
split 5,17.06,50.13,0.0,1.04,33.51,31.01,33.45,0.0,59.58,0.5817,18.86,50.4,0.0,6.19,34.4,44.56,33.69,0.0,100.0,0.5596
mean,17.53,50.18,0.06,2.33,33.73,43.36,33.5,16.67,79.91,0.5855,17.41,50.09,0.0,2.14,33.59,20.19,33.45,0.0,27.12,0.5383
std,0.4,0.07,0.14,1.11,0.18,14.03,0.06,37.27,12.18,0.0051,1.12,0.4,0.0,3.03,0.66,13.36,0.3,0.0,39.84,0.0215
test mean,17.638241262397788,50.25967487568724,0.7326007326007327,1.922448178905382,33.84489000278474,15.408372635168654,33.57019292181388,4.761904761904762,7.893020221787346,0.5862817453283545,16.736154513728376,49.025498241500586,1.1829652996845428,0.0,32.35294117647059,11.984467340357945,32.929208472686724,3.024193548387097,0.0,0.5505125727075955
test std,3.3670534854877983,0.9603677680096095,3.2762900769227694,6.168094261530762,1.7891183844585434,13.711289350655653,0.878961110857476,21.295885499998004,24.895225896833363,0.0503421050595087,0.18384756246657633,2.5782893051845686,3.129831992584296,0.0,2.59387383437705,2.310683388556234,1.069213879889534,8.001264045558239,0.0,0.04830757528735381
