,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5771,0.0,50.0,0.0,0.5394
split 1,0.0,50.0,0.0,0.5621,0.0,50.0,0.0,0.4428
split 2,0.0,50.0,0.0,0.55,0.0,50.0,0.0,0.5474
split 3,2.82,50.47,74.11,0.5641,0.0,49.53,0.0,0.4966
split 4,0.0,50.0,0.0,0.5434,0.0,50.0,0.0,0.4126
split 5,0.0,50.0,0.0,0.5354,0.0,50.0,0.0,0.6062
mean,0.47,50.08,12.35,0.5553,0.0,49.92,0.0,0.5075
std,1.05,0.17,27.62,0.0139,0.0,0.17,0.0,0.0654
