,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5837,0.0,50.0,0.0,0.5197
split 1,0.0,50.0,0.0,0.5992,0.0,50.0,0.0,0.4569
split 2,0.0,50.0,0.0,0.6005,0.0,50.0,0.0,0.5171
split 3,2.82,50.47,74.11,0.5997,0.0,49.53,0.0,0.5089
split 4,0.0,50.0,0.0,0.5979,0.0,50.0,0.0,0.4809
split 5,0.0,50.0,0.0,0.5919,0.0,50.0,0.0,0.5185
mean,0.47,50.08,12.35,0.5955,0.0,49.92,0.0,0.5003
std,1.05,0.17,27.62,0.006,0.0,0.17,0.0,0.0235
test mean,0.0,49.99999999999999,0.0,0.5674185608774468,0.0,50.000000000000014,0.0,0.4764555524256561
test std,0.0,1.686185274042142e-14,0.0,0.07584363850817884,0.0,1.2306961192854808e-14,0.0,0.05488236156212896
