,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.49180327868852425
train tissue 1,0.0,49.999999999999986,0.0,0.6348522167487683
train tissue 2,0.0,49.999999999999986,0.0,0.5733618233618233
train tissue 3,0.0,50.00000000000002,0.0,0.47877358490566074
train tissue 4,0.0,49.999999999999986,0.0,0.4508620689655167
train tissue 5,0.0,50.000000000000014,0.0,0.603715170278638
train tissue 6,0.0,50.000000000000014,0.0,0.5321637426900585
train tissue 7,0.0,50.000000000000014,0.0,0.6707056307911616
train tissue 8,0.0,49.999999999999986,0.0,0.5163690476190474
train tissue 9,0.0,49.999999999999986,0.0,0.5240384615384612
train tissue 10,0.0,49.999999999999986,0.0,0.4938461538461539
train tissue 11,0.0,50.0,0.0,0.6377410468319555
train tissue 12,0.0,49.999999999999986,0.0,0.64
train tissue 13,0.0,50.0,0.0,0.5260017050298382
train tissue 14,0.0,50.000000000000036,0.0,0.7028824833702882
train tissue 15,0.0,50.00000000000002,0.0,0.7054202670856247
train tissue 16,0.0,49.99999999999999,0.0,0.5016722408026755
train tissue 17,0.0,49.999999999999986,0.0,0.5532786885245898
train tissue 18,0.0,49.999999999999986,0.0,0.5434650455927055
train mean,0.0,49.99999999999999,0.0,0.5674185608774468
train std,0.0,1.686185274042142e-14,0.0,0.07584363850817884
test tissue 0,0.0,50.000000000000014,0.0,0.4403714565004889
test tissue 1,0.0,50.000000000000014,0.0,0.5710784313725492
test tissue 2,0.0,49.99999999999999,0.0,0.4984126984126983
test tissue 3,0.0,50.000000000000036,0.0,0.40259740259740284
test tissue 4,0.0,50.00000000000002,0.0,0.5180000000000001
test tissue 5,0.0,50.0,0.0,0.4018640350877194
test tissue 6,0.0,50.000000000000014,0.0,0.5011783189316575
test tissue 7,0.0,50.00000000000002,0.0,0.4781420765027327
test mean,0.0,50.000000000000014,0.0,0.4764555524256561
test std,0.0,1.2306961192854808e-14,0.0,0.05488236156212896
