,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5992,0.0,50.0,0.0,0.4807
split 1,0.0,50.0,0.0,0.5969,0.0,50.0,0.0,0.5289
split 2,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.4656
split 3,0.0,50.0,0.0,0.5973,0.0,50.0,0.0,0.5464
split 4,0.0,50.0,0.0,0.5909,0.0,50.0,0.0,0.4981
split 5,0.0,50.0,0.0,0.5906,0.0,50.0,0.0,0.4835
mean,0.0,50.0,0.0,0.5951,0.0,50.0,0.0,0.5005
std,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0283
test mean,0.0,50.0,0.0,0.5795779677036752,0.0,50.00000000000001,0.0,0.5262787506891883
test std,0.0,1.6623791107849736e-14,0.0,0.08351674248840144,0.0,1.5688358818848954e-14,0.0,0.10829613116216066
