,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6049,0.0,50.0,0.0,0.505
split 1,0.0,50.0,0.0,0.5871,0.0,50.0,0.0,0.4959
split 2,0.0,50.0,0.0,0.5932,0.0,50.0,0.0,0.5117
split 3,0.0,50.0,0.0,0.5782,0.0,50.0,0.0,0.5305
split 4,0.0,50.0,0.0,0.5905,0.0,50.0,0.0,0.5496
split 5,0.0,50.0,0.0,0.5865,0.0,50.0,0.0,0.539
mean,0.0,50.0,0.0,0.5901,0.0,50.0,0.0,0.522
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0191
test mean,0.0,50.0,0.0,0.5923855193356226,0.0,50.0,0.0,0.4938345434413587
test std,0.0,1.3040774653664003e-14,0.0,0.08057265163045801,0.0,1.7222418539888655e-14,0.0,0.042344373807509356
