,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,24.08,49.01,0.0,23.24,34.64,23.99,34.09,0.0,37.88,0.5487,25.6,48.92,0.0,27.89,35.5,25.33,34.25,0.0,41.73,0.5292
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5495,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5083
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5438,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5469
split 3,23.24,49.54,0.0,20.19,34.67,24.3,34.12,0.0,38.77,0.5528,19.34,48.45,0.0,9.56,31.91,17.86,33.22,0.0,20.37,0.5349
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5469,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5204
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5386,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5876
mean,19.0,49.76,0.0,7.24,33.77,15.46,33.59,0.0,12.78,0.5467,18.6,49.56,0.0,6.24,33.46,14.61,33.47,0.0,10.35,0.5379
std,3.31,0.38,0.0,10.27,0.62,6.14,0.36,0.0,18.07,0.0045,3.28,0.63,0.0,10.29,1.05,5.39,0.35,0.0,15.88,0.0252
test mean,16.666666666666668,50.00000000000002,0.0,0.0,33.33333333333333,11.111111111111116,33.333333333333336,0.0,0.0,0.5496223650229353,16.666666666666657,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111107,33.333333333333314,0.0,0.0,0.5194332329853506
test std,1.464821375527116e-14,4.6307375809483957e-14,0.0,0.0,4.890290495124001e-15,1.3104295607475847e-14,3.819438975463162e-14,0.0,0.0,0.03791719322909756,1.102200432789045e-14,3.389072849618009e-14,0.0,0.0,5.617333549722722e-15,9.830333712014762e-15,2.961778733473797e-14,0.0,0.0,0.027358686817299502
