Label, Parent Label
128,309
64,367
192,100
704,556
32,48
160,47
96,3
16,10
144,448
80,411
208,257
48,50
112,424
240,405
136,358
40,281
168,52
104,183
232,445
152,350
88,412
216,302
56,367
120,125
248,463
4,458
68,409
36,558
164,204
100,118
228,23
148,111
84,452
212,413
52,137
692,201
116,305
12,295
268,78
76,106
44,111
172,180
108,306
236,200
28,88
156,196
220,21
188,190
700,291
124,261
252,186
2,217
130,165
194,596
34,45
162,415
98,453
226,110
18,435
146,499
82,414
50,438
306,308
178,320
114,311
10,66
138,429
202,66
42,117
170,189
106,280
234,15
26,315
282,447
154,327
90,118
218,257
58,405
186,270
6,73
134,408
70,105
198,526
38,211
166,333
102,310
278,573
150,235
86,462
694,235
14,265
78,215
206,182
46,51
174,121
110,261
30,99
158,373
62,314
190,310
702,43
126,437
254,350
129,450
65,366
193,314
33,422
161,329
97,63
17,288
81,219
209,407
49,213
305,122
177,114
689,22
113,325
241,286
9,212
137,159
41,509
169,371
105,271
25,309
281,447
153,292
89,114
217,302
57,106
185,179
121,325
133,324
69,412
197,277
165,332
101,42
229,23
21,264
277,573
149,484
213,189
53,578
181,449
117,65
13,440
141,432
77,258
301,510
173,429
109,349
29,203
285,456
157,483
93,190
221,121
61,308
189,17
701,509
253,19
3,204
131,461
291,558
163,48
99,62
227,110
147,424
83,276
51,286
307,501
179,432
691,203
115,281
139,181
75,295
203,301
43,49
171,307
235,439
155,194
91,73
219,592
59,403
187,42
699,577
123,14
251,186
135,188
199,14
39,117
167,214
103,219
151,77
87,119
215,403
55,410
183,100
119,258
143,370
79,12
207,525
47,202
687,199
111,327
239,402
31,408
95,451
63,439
191,45
703,454
127,426
255,591
