Label, Parent Label
512,292
256,213
384,188
576,548
448,496
32,435
96,222
496,101
136,369
200,474
24,74
536,435
600,353
344,245
312,262
440,352
120,496
504,254
516,95
196,569
228,409
484,311
20,245
84,46
564,484
436,414
500,548
268,58
332,156
460,74
300,221
92,221
572,255
380,154
258,431
130,603
578,209
194,569
34,656
418,443
98,656
610,148
226,50
402,455
210,225
306,462
522,571
266,571
138,494
586,374
426,10
234,315
538,73
58,520
134,475
294,47
166,428
358,383
566,556
438,516
118,67
398,231
590,128
462,153
606,494
222,414
574,677
126,337
510,303
513,292
65,10
225,50
209,52
497,58
521,571
265,339
329,352
201,516
297,188
425,447
105,209
361,570
233,315
537,428
345,249
57,213
313,262
505,254
517,95
261,339
197,633
293,249
421,46
565,483
437,324
117,6
77,156
589,128
461,371
429,6
413,550
477,447
573,677
509,173
3,331
259,154
131,373
387,431
67,52
547,484
291,371
163,148
99,455
19,499
467,520
307,462
435,324
499,383
139,369
395,483
587,374
43,173
299,47
363,571
491,603
411,241
347,353
59,222
379,48
71,443
167,255
359,570
231,225
535,428
151,633
407,499
215,311
567,556
311,550
183,331
439,67
399,231
79,373
335,475
463,153
47,241
495,101
415,474
223,48
575,409
127,337
383,73
511,303
