Label, Parent Label
128,309
64,367
192,100
32,48
208,257
112,424
240,405
40,281
152,350
88,412
216,302
56,367
36,558
164,204
100,118
228,23
148,111
12,295
76,106
44,111
188,190
124,261
252,186
34,45
226,110
306,308
10,66
138,429
202,66
42,117
170,189
282,447
154,327
90,118
218,257
58,405
6,73
134,408
102,310
278,573
150,235
694,235
174,121
110,261
62,314
190,310
254,350
193,314
81,219
177,114
113,325
241,286
41,509
25,309
281,447
89,114
217,302
57,106
121,325
69,412
101,42
229,23
277,573
213,189
141,432
77,258
173,429
29,203
93,190
221,121
61,308
701,509
3,204
291,558
163,48
227,110
147,424
51,286
179,432
691,203
115,281
75,295
235,439
91,73
59,403
187,42
123,14
251,186
199,14
39,117
103,219
215,403
183,100
119,258
111,327
31,408
63,439
191,45
