,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5788,0.0,50.0,0.0,0.4403
split 1,0.0,50.0,0.0,0.5614,0.0,50.0,0.0,0.4305
split 2,0.0,50.0,0.0,0.5829,0.0,50.0,0.0,0.4285
split 3,0.0,50.0,0.0,0.5962,0.0,50.0,0.0,0.4317
split 4,0.0,50.0,0.0,0.5676,0.0,50.0,0.0,0.4346
split 5,0.0,50.0,0.0,0.58,0.0,50.0,0.0,0.4029
mean,0.0,50.0,0.0,0.5778,0.0,50.0,0.0,0.4281
std,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0119
test mean,0.0,50.0,0.0,0.5527095019597628,0.0,50.00000000000001,0.0,0.521877889994721
test std,0.0,1.572008455159306e-14,0.0,0.07961981211615646,0.0,1.5688358818848954e-14,0.0,0.06487964113818101
