,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5487,0.0,50.0,0.0,0.5187
split 1,0.0,50.0,0.0,0.5567,0.0,50.0,0.0,0.5153
split 2,0.0,50.0,0.0,0.5299,0.0,50.0,0.0,0.4761
split 3,0.0,50.0,0.0,0.536,0.0,50.0,0.0,0.4451
split 4,0.0,50.0,0.0,0.5316,0.0,50.0,0.0,0.6202
split 5,0.0,50.0,0.0,0.5409,0.0,50.0,0.0,0.5651
mean,0.0,50.0,0.0,0.5406,0.0,50.0,0.0,0.5234
std,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0571
test mean,0.0,50.00000000000001,0.0,0.5324457354131787,0.0,50.000000000000014,0.0,0.4626374997896703
test std,0.0,1.7328167009932818e-14,0.0,0.05539509952196331,0.0,1.758503553725828e-14,0.0,0.1481142857453358
